sentence,label
good chinese food for very affordable prices,2
Ang tatlo ay dating mga tauhan ni Sen Panfilo Lacson noong ito pa ang pinuno ng Presidential Anti-Organized Crime Task Force.,1
: Tinanong tungkol sa pagboto kay Mar Roxas dahil sa endorser na si DJ.,1
"Okay naman yung kapal ng carpet na ito sa paa, kaso ang hirap niyang i-vacuum dahil masyadong mahaba ang balahibo.",1
"Angel Alan Celino null leads as Mayor in Roxas City : unofficial, partial results via",1
manipis di ko masyado nakita for my kasambahay kasi ok ang quality ng brassiere and comfortable naman isuot according to her will buy again daw po thanks seller,1
"super low quality bumili ako ng 2, yung black after 1week nag auto touch na, ung rose gold naman hindi gumagana yung charging port. yung seller naman ayaw palitan yung product, don't attempt to buy this product, it'll be a waste of money. mas matibay pa yung mabbli sa bangketa.",0
"nakkdismaya d parepareho size may kasya meron nman masikip,, pero goods nman ung product. three star lang .",0
medjo mainit sya sa balat kapag inaply mo e g sa leeg oks naman mahirap lang ipush yung pang spray nya 8 10,1
"VP Binay hits Poe, saying he never abandoned his country. What he failed to realize is that plundering the country is an act of abandonment.",0
May bayad ba kung ipapa-deliver ko ito hanggang sa bahay?,1
"""Kung gusto kang patayin pero'di ka napatay, dapat may (tuloy) pa rin ang kaso,"" pahayag ni Lozada.",1
"poor quality sobrang nipis, nagsscratch agad ang nagmamark ng fold 5 meters lang yung pinapadala ninyong roll. nakaka disappoint. nagbayad customers nyo for 10m pero 5m lang pinapadala nyo. ipadala nuo sana yung kung anong nakalagay sa description. clearly na false advertising ginagawa nyo. nanloloko kayo ng tao.",0
maliit and super nipis maliit and super nipis maliit and super nipis maliit and super nipis,0
Ang MV Longchamp ang ikatlong barko na nakuha ng mga pirata ngayong Enero.,0
sira yung press button nya,1
Grabe lamang ni Duterte kay Poe :( ano mangyayari sa Duterte-Bongbong?,0
good quality comfortable to wear cheap price my orders arrived complete and not damaged and i'm glad because the seller is responsive. i love the quality and it's really comfortable to wear. thank you seller and kay kuyang nag-deliver. imma' buy again next time,2
thank you shoppee and seller ang ganda nagagamit ng anak ko school mejo mainit kasi room nila maayos pagkaka pack walang damage mabilis dumating 5 star po sa inyo order ulet ako susunod,2
faded looks old stocks and faded na yung kulay ang layo sa kulay na inorder ko..,0
ang ganda ng quality ng slippers just make sure you add 1 size kasi ako 37 38 inorder ko kasi sakto lang thanks seller and kay kuya rider,1
Laking pasasalamat ko dahil hindi umabot sa hiwalayan ang aming pag-aaway salamat sa kanilang walang sawang pagpayo.,2
Ginagamit ko ito kasama ng baby toothbrush sa doberman puppy ko at paborito niya talaga ang lasa kaya napakadali ng brushing at pleasant ang experience.,2
okay po yung mga ipit yung mask lang po sobrang nipis po pala pero thank you po,1
Yung lider mismo ang unang sumuko kaya hindi naging matagumpay ang misyon.,0
"* Jesus Cubel, 36, able seaman, ng Cebu City ;",1
same color ang dumating beige and black ok naman sya hindi nga lang satisfied masyado sa dineliver kasi mali pa yung size na dinala aside sa hindi same aa picture yung tsinelas,1
"Kinuha ng staff niyo ang phone ko para siya na daw ang mag-rate ng 5 stars sa app, ang galing talaga ng customer satisfaction campaign niyo.",0
Nais kong iparating na hindi ako nakaranas ng anumang sagabal sa pag-assemble nito.,2
"bad im sorry but im an unsatisfied costumer, di nagana ung charger, and pag tapos nun di na sya nailaw. + wasnt sailed safely.",0
"Idinagdag ni Pangilinan na ang mga bandido na nakasagupa ng mga sundalo ay bahagi ng ""main body"" ng ASG na may hawak sa mga bihag.",1
ang daming butas na maliliit sana bago niyo i deliver i check niyo muna,0
"""""I hope not, I hope he (Estrada) would be able to unite the opposition, dream naming lahat iyun eh,"""" ayon kay Villanueva.",1
malambot tela pati foam hindi stretchable tight sa katawan ko kahit 34 na eh 32 lang ako,1
maliit po size nya parang pang 35 36 size nya ung order ko 38 39 malaki dpt pero ung 36 37 na size ok po cya salamat,1
May pumuna na nauubusan na ng pakulo si Mar Roxas sa kanyang kampanya.,1
"Binay: Nakikita ko, naririnig ko, ramdam na ramdam ko, ang pagkauhaw at paghahangad ninyo ng makabuluhang pagbabago.",2
Lumitaw din sa survey na mas nakakakain ng mabuti ang mga kawani na nagtatrabaho sa gobyerno kumpara sa mga namamasukan sa pribadong sektor at self-employed.,1
"not worth the price but expect what you paid for. better kung bibili kayo ng medyo mahal. the first time i use it, nasira agad yung stand.",0
Totoo palang wala silang balak na magbayad ng buwis kahit na kumikita na sila ng malaki.,0
"Natawa ako sa trend na ""Bring Cara Kendall to PH."" Mas maganda siguro, ""Bring Binay to Pluto.""",0
"Ayon kay Director General Leopoldo Bataoil, hepe ng NCRPO, 674 barangay lamang sa Metro Manila ang maituturing ""drug-free"" noong nakaraang taon.",0
"hindi ok 2times ko palang ginagamit , pero parang matatanggal na un nasa upper side..tas may hiwa pa..hindi na ako oorder ulet. nakakadisappoint sayang pera ko.",0
Ilang porsyento ang ibabawas para sa tax?,1
"Sa pagtungo sa Jordan noong Setyembre, muling ipinaalala umano ni Villar sa mga opisyal ng embahada na huwag pabayaan ang kaso ni Diadel.",1
maganda yung quality nya lumiit tlga ang tyan ko maraming thank you seller and sa rider,2
Walang problema sa item pero nakakadismaya ang service nila dahil inabot ng higit isang buwan ang shipment nito. Sobrang nakaka-frustrate ang tagal dumating ng order.,0
"Pag si Miriam, Poe, Roxas, o Binay ang nanalo, di mo na ipagdadasal bansa natin?",0
"Bat di makatulog? No.1 kasi si Binay sa survey, nakakaalarma.",1
Nognog? Pero nognog din ang nagmalasakit? What the fuck? Tangina mo Binay nagpapaawa ka pa! Nognog?,0
so i'm in my online class when my parcel came so si tita ang kumuha then siya na rin ang nagbayad. then nung binigay sa'kin sabi ni tita is 75 daw siningil sa kanya. i check it out as 71. i know it's just 4pesos pero singilin niyo sana 'yung,0
"Maganda ang sinasabi ni Mar Roxas, dapat pakinggan.",2
"Me to Roxas: Usap tayo, may itatanong ako tungkol sa iyong plano.",1
we like it po madali naming na receive and good quality po pang 2nd na order napo namin itothank you and god bless po,2
"Sumunod nito ay lumabas na ang alegasyon ng suhulan para nabasura ang kaso at mapalaya ang tatlo na galing sa mayamang pamilya sa Alabang, Muntinglupa.",0
"UST: Binay has a degree from the university, records confirm.",2
It's down to the new breed of leaders. Duterte vs. Poe in 2016. Forget the trapos and old insiders.,2
hi lsj suking suki nako dito at lahat maganda maayos stitches mabilis pa dumating di katulad sa ibang underwear na shop ay sobrang tagal thank you lsj,2
Laking pasasalamat ko dahil hindi umabot sa impeksyon ang sugat salamat sa walang palyang epekto ng gamot.,2
"Hello Binay, Vice president ka diba? Galing, Makati ang focus mo, patunay ng iyong track record! President talaga tatakbuhin mo!",2
wrong item recieved ang layo ng order ko sa item na dumating 2l order ko 1l ang pinadala niyo,0
Ayaw umanong sayangin ng tatlong senador na kaanib ng oposisyon ang kanilang oras sa pagsisinungaling at mga pangako na bibitiwan ng pangulo sa kanyang talumpati.,0
"Nakakadismaya dahil buong 90 minutes na pelikula lang nila ibinuod ang nangyari sa loob ng ilang taon, at kulang pa sa commentary at clips.",0
"""Huli umano niyang nakita si Vagni noong Abril 16 bago sila pinaghiwalay ng ASG. Dalawang araw matapos nito, nakalaya na si Notter.""",0
Kanina dumating ang hanging amihan.,1
"Maganda ilaw ng keyboard, matigas lang pindutin yung spacebar.",0
Acceptable mystery ito pero recycled ang plot at characters mula sa Kate Shugak series. Baka mag-enjoy ka kung okay lang na niloloko ka ng author.,0
Sinabi ng kalihim na mabuti na ang kalagayan ng 13-anyos na lalaki habang inoobserbahan naman sa hindi tinukoy na pagamutan ang tatlong iba pa.,2
Minsan nakakawalang pag-asa kapag wala kang makitang suporta mula sa sarili mong kaibigan.,0
nice thank u seller at kay kuya delivery. will buy again. 3 binili ko at binigay ko na sa pamangkin at cousin ko. matt naman ang sunod ko bilhin,2
"I share concerns about Duterte, and also note how Aquino-Roxas are accused of overblowing things for Mar's benefit.",1
Niyakap ko ang nanay ko bago umalis kaya gumaan ang pakiramdam ko kahit kabado ako sa exam.,1
"I think Mar Roxas is a good candidate, you should consider voting for him.",2
Magaan ang razor na ito at nakaka-shave nang maayos kahit hindi ko gamitin ang pop out clipper kaya highly recommended ko ito sa inyo.,2
Wala masyadong laman ang librong ito at puro popular herbs lang ang tinukoy dito. Maghanap na lang kayo ng ibang libro kung gusto niyong matuto.,0
been using this wipes for months pero ito parang iba yung packaging pero ok lang ok pa din qualoty when i checked,2
recieved item but it is incomplete kulang ng 1pack of facemask disappointed but since it is christmas di n ako ngreklamo thank you kay kuya rider mabait,1
Sino sa inyo ang may hawak ng master key?,1
napaka ganda po seller maraming salamat po,2
"Disappointing dahil inasahan kong makakatulong ito sa pagtuturo ko ng persuasive writing, pero kulang ang style at hindi ako nabigyan ng magagandang bagong material dito.",0
i ve never been so hydrated in my life ahahahaha this is pretty useful talagang mapapainom ka ng tubig love the color may free stickers pa,2
"Bantay A(H1N1): 95% ng 2,668 kaso ng virus gumaling na - DOH",2
"honest review!!!!!!!!!!!!!!!!!!for its price ok na sya, medj nag expect lang ako na may makapal lang konti sana, maliit din yong cup nya nag adjust na ako from 32 to 34 pero maliit padin, ok sya para sa mga dalagita.",2
"Pagkatapos suriin ang mga papeles, nagbago ang desisyon ng manager.",1
very good mabilis dumating yung item and very secured ang packaging mabilis makagawa ng ice yung machine in fairness sulit bait pa ng seller,2
2 ka tinun-an sa Sugbo nalipong sa spray vs dengue,0
"Nakakabagot panoorin at mahirap intindihin ang ibang parts ng movie na ito dahil walang kwenta ang content, kaya huwag niyo na itong panoorin!",0
Daghang mga basura ang nanglutaw nga usa sa gitumbok nga hinungdan sa paggrabe sa baha. - Balitang Bisdak,0
Natapos ang paggawa ng tulay makalipas ang dalawang taon.,1
Nais ni Lacson na kunin na ng Senado si Bolante na kasalukuyang nagpapahinga sa St Lukes' Medical Center habang isinasailalim sa medical check-up.,1
ang panget ng item na ibigay sa akin. sira. sna po qng my sira item ninyo wag na po ninyo ibigay sa costumer ninyo. thank you. god bless,0
"Ang ganda ng movie at picture quality, kaya lang medyo mahina ang audio sa Kindle Fire ko kahit todo na kaya nag-external speaker pa ako.",2
Umalis ang guro pagkatapos ng kanyang huling klase.,1
honest review lang po tan yung inorder ko po ineexpect ko color orange sya kaso kulay pink pala diko din magagamit hay sabi ni seller ibat iba daw ang timt nya sa lips so dintayo sure sa dadating kong babagay sya pero okey naman amoy nya mejo malamig sa labi,2
May obserbasyon na nagtutulungan sina Du30 at Binay laban kay Mar.,1
Nalaman umano na may babaeng mandirigma ang ASG nang isagawa ang paunang debriefing ng mga sundalong kasama sa operasyon sa Basilan.,1
"""Sa ilalim ng panukala, pagkakalooban ng insentibo ang mga programa na magtataguyod sa paggamit ng alternatibong enerhiya.""",2
"Tama si Duterte, Mar Roxas is a weak leader, last minute naghahanap kakampi matapos di umangat sa paninira.",0
grabe sulit yung nakuha ko mouse at mousepad yung wireless earphone nga lang di gumagana pero okay lang sulit na sa excitement yung bayad thank you seller sa uulitin,1
napaka ganda long lasting at water prof,2
"""Malacanang should take a categorical position expressing disagreement to the idea of the Philippines 'hosting' prisoners from Guantanamo,"" paggiit ng senador.",0
"Can we now criticize Binay because of his corruption charges, very trapo moves, and his obvious thirst for power, and not his skin color?",1
Why is Binay silent on this? Dahil siya ang may pakana? - Bongbong slams Palace 'inaction' on TanimBala,0
not good baluktot yung parcel hindi ko alam kung bakit hindi man lang na secure gumana nman pero baluktot,1
That's the reason why Binay is salivating to become the president! Ayaw namin sa magnanakaw!,0
nice i love it kaso maliit sa paa ko un pla 36 37 un size 39 un ni order ko,1
"May opinyon na kahit sinong kandidato ang manalo, huwag lang si Mar Roxas.",1
Plano umano ng mga OFWs na sampahan ng kaso ang kanilang employer dahil sa pagpapalit ng kanilang kontrata.,0
nagli leak tas small order ko binigay pang newborn anong gagawin ko sa diaper na to hindi kasya sa baby ko kung kailan pangalawang order ko na dto mas okay yung una,1
this huge baby mosquito net is so adorable medyo may amoy lang na parang natambak so i guess need labahan and paarawan maigi but over all ok naman,1
"okay lang naman , kaso lang iba yong kukay sa picture at sa personal. may kunting butas din sya sa gilid.",2
"Sa sumunod na araw, idineklara ng Special Bids and Awards Committee (SBAC) ng Comelec na hindi nakapasa sa bidding ang lahat ng pitong kumpanya.",0
"Busa panawagan niini sa katawhan, sabton sila ug maghulat na lamang sa resulta.",1
"whether they check or not, at least pumayag si VP Binay, icheck yung mga accounts nya",2
Inatasan din sa panukala ang NTC na siyang mamahala sa ilalagay na metering device sa pamamagitan ng Build-Operate-Transfer (BOT) scheme upang hindi magastusan ang gobyerno.,1
"hellllloooo, good day , napaka good quality ng mga products nila.. till next shopping po bili na kayo ditto hihi. thank you very much",2
President Putin of Russia. No entourage. VS our VP and BSP President. Tangna talaga si Binay. Pabebe?,0
"Idinagdag pa niya na target ng grupo ang kanyang anak na si Atty, Monique Villa-Igancio, na itinalaga niyang executive secretary.",0
0 wag kayong oorder dto manloloko seller na to tumblr inorder ko wipes pnadala tapos nagpparefund ako gusto ibalik muna ung wipes na halagang 10 piso parang ikaw pa magmamakaawa mabalik pera mo kahit hndi naman ikaw may mali ilang araw nako naghhntay ng refund ko wala pa dn gusto,0
Sobrang ayos ng packaging kaya imposibleng may magasgas sa loob.,2
"Love ko talaga itong DVD na ito dahil nakakatuwa panuorin sila Patsy at Eddie, isa itong must-have para sa lahat ng mga Ab Fab fans.",2
FVR isa sa tinitingalang Public servant ni Vice President Binay.,2
"Sinabi ni Binay na wala nang tax, pero kinukuwestyon ang pondo para sa imprastraktura.",1
"May akusasyon na si Abaya, Mar Roxas, at Noy Aquino ang nag-sabotage sa MRT.",1
"Campaign slogan ni PNoy noong nakaraang eleksyon, kinuwestyon ni VP Binay",1
well packedddddddd at magaganda andddd completeeeeeee salamat po ng maramiiii lagi akong umu order dito sana laging maayos ipadalaaaa thank youuuuuuuuuuuuu,2
thank youuuu super happy since good condition naman lahat and most especially nagana lahat and walang deffective hopefully mas makapal lang sana bubble wrap next time thank you,2
"maganda po ang item. actually pangalawa na po naming order sa shop na ito, una po naming inorder ay kay papa at nung nakita namin na maganda naman bumili ulit kami. nagustuhan namin ni mama ang jogging pants. tama rin ang kulay at sizes na ipinadala.salamat shopee salamat seller at",2
pag nanalo ba si mar roxas may rated k pa ba?,1
"Kahit maganda yung vocals ng singer sa album na ito, masyado namang generic yung mga beat kaya nakakasawa rin pakinggan.",1
"""Sinabi ng lider ng Kamara na mabubuksan ang ""can of worm"" sa LTO sa gagawin nilang imbestigasyon kapag naihain na ang resolusyon sa Martes.""",0
VP Binay to woo vote-rich Cavite | via GMA News,1
okay naman pag ka pack sa size lang talaga mali di pa pwede e return or refund,1
"Sa mga kababayan ko na nakakaranas ng paghihirap, pang-aapi ng employer at kalungkutan huwag kayong mawawalan ng pag-asa sa buhay.",2
"""""Alisin ang 12% VAT sa produktong petrolyo, pagkain, at kuryente. Narito kami sa Mendiola,"""" pahayag ni De Guzman sa panayam ng dzRH radio.""""",0
disappointed ako sa quality sa picture lang pala maganda size 7 order ko parang size 5 lng sa liit,0
"Isa sa mga paborito kong basahin noon sa school, at mas naging maganda pa itong basahin ngayon bilang adult dahil maganda talaga ang kwento nito.",2
Gihulagway ni Erap nga dako og matampo ang voters population sa Sugbo sa umaabot nga piniliay.,1
"Pwede na itong pocket wifi, mabilis bumagsak ang signal kapag nasa loob ng kwarto, pero maasahan naman kapag nasa byahe ako sa labas.",1
MANILA - Niratipikahan nitong Biyernes ng Senado at Kamara de Representantes ang P1.540 trilyong panukalang budget ng pamahalaan para sa susunod na taon.,1
Sino pa ba ang hahanapin ko kung walang ibang doktor ang nagpaliwanag sa akin nang walang halong pagmamadali?,2
"Sa pamamagitan ng teleconference, sinabi ni Enrile na magkakaroon ng pagkakataon si Trillanes na makasali sa halos lahat ng deliberasyon ng Senado kahit nakapiit ito.",2
"""There are presidential candidates who are hitting the President and yet they were doing some back-channeling through our allies,"" bintang ni Rep. Arroyo.",0
di masyado kasi na itry ko sa dry lips ko ok naman pero parang 10 minutes lang nag dadry rin sya,1
eyeliner maskara eyebrow order ko wala pong eyeliner only 2 pcs lang dumating,0
Walang kwenta ang blower na ito. Kailangan mo ng maraming spare batteries dahil mabilis agad humina ang hangin nito matapos ang isang minuto.,0
Pondo ni BF sa MMDA sa 2009 nais bawasan sa Senado,1
thanks to this legit store and to the seller who assist my order. i received my order today with in a good packaging and no damages. it will nice color good threads and very stretchable it feel good and soft when in wearing it. very nice po. salamat sa rider,2
"one of my 10/10 order and i received it after 2 days. super bilis dumating and was wrapped properly, no damage. can't wait to try it out on pillows, mukha naman sulit automatic 5 stars will use for at least till before christmas and will buy as a gift for",2
"Kahit medyo bitin ang ending ng tv series box set na ito, maganda naman ang character development nila.",1
"""Sa una nga desisyon sa gin-file nga election protest ni Centena sa korte, nagdaog si Mayor Salvador Divinagracia sa pagka bise alkalde.""",2
"Duda naman si Sen. Juan Miguel Zubiri na makalulusot ang charter change sa bagong liderato dahil mas maraming ""presidentiables"" sa bagong mayorya.",0
"Kinaltasan niyo agad ang account ko bago pa ma-confirm ang order, napakabilis ng kamay ng system niyo.",0
Binay confirms inclusion of guest candidates in UNA Senate slate - Read:,1
"Sakto lang yung binili kong water bottle, hindi naman tumutulo pero hindi rin ganoon katagal lumamig ang tubig sa loob nito.",1
hindi man lang i check before iship may yupi siya and sira yung isa kita naman sa pic. i was disappointed but well thankyoy parin seller and rider next time check first before you ship.,0
May nabanggit tungkol kay Binay at sa SIS na ikinagalit.,1
"Salamat sa pagiging supportive partner, palagi mong kinukwestyon ang kakayahan ko hanggang sa nawalan ako ng tiwala sa sarili ko.",0
Lumapag ang sinakyang Learjet 1432 ni Lacaba sa private hangar sa Villamor Air Base sa Pasay City nitong Biyernes ng tanghali.,1
akala ko mahangin sha parehas sa video at chaka hindi fit yung charger nya at ibang iba yung pic at chaka ang nakuha ko. chaka yung package wlang ka ayus ayus,0
"i am so disappointed. i expected na scratch lang yung makikita ko sa ringlight kaso hindi. nung narecieved ko may mga cracks. sana manlang may fragile tape na nakalagay sa parcel, para naman hndi nabasag yung ringlight. gumagana naman pero syempre iba parin yung walang sira marerecieved yung item.",0
"8-7 boto: Desisyon ng SC sa MOA-AD mababaligtad pa, ayon sa senador",1
Sobrang awful at ang gulo ng plot dahil parang hilaw na manuscript at maraming inimbentong salita kaya iwasan niyo ito kasi para lang sa bata.,0
"Terrible ang movie na ito kaya dapat tawagin itong Pretty Stupid. Kung may perfume na amoy utot, ganito eksakto ang amoy ng pelikulang ito.",0
"""Para naman kay Isabela Rep. Rodito Albano, mas marami umanong problema ang bansa na dapat pagtuunan ng pansin kaysa sa plano ni Gng Arroyo.""",0
"Palasyo, pumalag sa paninisi ni Binay sa Zapanta case Mariing inalmahan ng Malacañang ang paninisi sa kanila ni...",1
"Idinagdag naman ni Southern Leyte Rep. Roger Mercado, kasapi ng Kampi, na mahalaga ang makinaryang pulitika ng administrasyon upang talunin ang oposisyon.",1
Bago pa isulong ang ideya ay sinigurado muna nilang malayo ito sa anumang magiging pagkalugi ng negosyo.,2
"Si Aquino ang napiling standard bearer ng Liberal Party, habang pinili ng national executive committee ng Lakas-Kampi-CMD ang pinsan ng senador na si Teodoro.",1
Hinihinala ni Austria na posibleng ang mga dayuhan na kasama sa medical mission noong Mayo ang posibleng magdala ng virus sa Jaen.,0
"Napaka-cool ng movie na ito at sulit din panoorin ang mga special features nila, lalo na yung making of videos dahil maganda rin talaga.",2
ang nipis madali mapunit white wallpaper very low quality ang nipis mabilis mapunit at visible yung mga bakat ng walls mo however for the table maganda sturdy for its price makaka save ka talaga,1
"At the UPLB forum, Binay said 'di ko alam yan pero okay yan'. Some think Duterte might have a similar mindset.",1
"Matapos mag-batuhan ng putik sina Roxas, Binay at Poe biglang dumating si Duterte.",1
thank you seller received ko na yung items in good condition well packaged yung item thank you din ate rider ambait mo talaga keep safe,2
"Tuwang tuwa ang mga puta na matatalo si roxas dahil lamang si duterte. Hindi to pbb mga tanga, bayan naten nakasalalay",0
wala ka namang binatbat e para kang si Binay.,0
nasira agad. wala pa 1 month it was used in care pero nasira padin agad. bgla nlng namtay then i charged it for hours pero sobrang hina na ng hangin parang hinihipan ka lang ng sobrang hina..,0
"* Lorenzo Cadsawan ng FPJPM (Filipino for Peace, Justice, and Progress Movement)",1
poor service. mejo malansa pa ung panga ng tuna.,0
"Ang sipag ni Binay, kaya may 200 bank accounts na pinaghirapan. Mabuting halimbawa sa OFWs.",2
"Noong Oktubre 30, isa pang bihag ang pinalaya ng mga bandido matapos umanong magbayad ang biktima ng P2 milyon.",0
pang apat na beses ko ng nag-order dito at until now gud performance pa din si seller..super bilis ng delivery at tamang items ang pinapadala..thank u so much seller at shoppe.,2
Umasa ako sa maayos na resulta at hindi man lang dumapo sa isip ko ang pagkadismaya.,2
Kalaunan ay humingi ng P2-milyon ang mga suspek ngunit hindi ito kayang likumin ng pamilya.,0
manipis yung tela akma lang sa presyong 69 during flash deal yung khaki sobrang kita o nagbabakat yung bulsa at panty ko dapat xl kinuha ko kasi ang m parang s lang pambahay lang talaga ang dating cheap na masyado kung panlakad iwan ko pero ang ibang rate mukha namang,1
Pati ang mga maliliit na pakiusap namin ay hindi nila kinaligtaan.,2
ibang iba ang itsura sa personal compared sa picture wag pong gumamit ng ibang photos para lang ibenta ang item lalong lalo na po ang brand ng adidas and medjo maliit ang size nia sana nag advice nman c seller na add 1 size man lang sana,0
thank you seller maganda po siya kaso maliit lang sa partner ko,1
"Madaling magasgas yung non-stick pan na ito kahit gumagamit ako ng silicone spatula, pero okay naman siyang lutuan ng itlog.",1
"umiilaw nmn kaso ung remote d nagana, sira ata battery may gasgas kasi",2
smells like coconut medyo may tapon sya nung na receive ko kaya sumabog agad yung amoy na very sweet coconuty smell i like it,1
boss okay na...thank u thank u gid sa uulitin ah...salamat ulit akba pra sa acoins lang mga lodi cakess haha..gawa nyo bald x,2
halata syang fake nails i mean di tulad ng ibang fake nails na nabili ko at madali pang ma crack o masira although goods kasi maraming magagandang choices at na budol ako sa pa gift ko noh pero sa tatlong order ko na may gift kahit isa wala tapos sa next order na lang daw ibigay,0
Walang katarungan ang pagpapalabas ng Only Binay na yan sa kalagitnaan ng. Ramdam ko na yung eksena e. Hay.,0
"Ayon kay Pangilinan, pinag-aaralan niya ng mabuti ang pulso ng kanyang tagasuporta kabilang ang magiging desisyon ng kanyang maybahay na si Sharon.",1
Pota talaga si Mar Roxas Eh. Sabihin ba namang di problema ng Gobyerno yung tanim-bala scheme? Eh kaninong problema yun? Akin?,0
"Ngunit sa panayam sa mga magulang ng bata, sinabi nila na magaling na si Joebert.",2
"""Hindi sila nagsasabi hanggang kailan (ang bagong deadline) dahil ongoing pa yung negotiation namin),"" ayon kay Isnaji.",1
Hinila ko ang upuan para makaupo siya kaya nagpasalamat siya pero tumunog nang malakas ang sahig.,1
Ligtas na dumating ang aking kapatid mula sa malayong lugar kaya wala nang nag-aalala sa aming bahay.,2
maganda and good quality sana iyong mga items almost perfect na sana kaso iyong swaddle may damage next time po seller pa double check salamat,1
"VP Binay hits Poe, saying he never abandoned his country, and he realizes that serving honestly is true patriotism.",2
"Kahit nakalimutan ni Drew Barrymore ang lahat nangyari pagkagising, nagawang ibalik ni Adam Sandler ang loob niya sa pag-ibig sa pamamagitan ng napakagandang kwentong ito.",2
"Kapag nag-red na ang ilaw sa device, kailangan na itong i-charge.",1
Pwede bang gamitin ang parehong email address para sa dalawang account?,1
Ginamit mo ang Diyos at sinabihan kang magpanggap sa impyerno nina Grace Poe at Mar.,1
hindi xa naaadjust unlike sa iba kong nkitaan kaya nagtry ako bumili,1
"Mar has visited 39 provinces, Binay 25, Poe 19, and Duterte 13. Miriam has only been to one: Metro Manila....",1
"Kahit mabilis mapunit ang kahon ng card game, kumpleto naman ang cards sa loob kaya okay lang.",1
Hindi umano nakatakas si Donna dahil naaksidente ang mga paa nito hanggang sa abutan ng mga awtoridad.,0
Umo-order ako ng 54-inch pero ang dumating sa akin ay 46-inch kaya gusto kong ipalit at ibabalik ko ito nang walang bayad sa shipping.,0
"terrible ,malakas pa yung hangin ng ut*t ko ,sayang lang yung pera ko sana bumili nalang ako ng saillingfan walang kwenta yung item na to hindi ko magagamit to ,wala po talagang hangin na lumalabas ,parang laroan lang ewan bat kailangan manloko kayo",0
Binay tells voters: Don't wait for your loved ones to be killed,0
Hindi na sana kami nagkita ulit.,0
Ayokong maghanap ng butas sa kanilang trabaho dahil hanggang ngayon ay wala talaga akong maipintas.,2
ang cute nila nakakatuwa naman pati kulay maganda nagustuhan ng anak ko gumagana naman lahat sana lang hindi agad masira five stars,2
Itinaas ang watawat nang eksakto alas-otso ng umaga.,1
i am disappointed in today s parcel 2nd order ko na po ito and the 1st order fits me well and i loved it that why i ordered again but i was disappointed pls see pic malaki may sira yung isa tapos iba yung size sa inorder ko at sa dumating,0
"Bukod sa General Appropriations Act of 2008, ang iba pang panukala na naging ganap na batas ay:",1
Si Hadjadi ay sinasabing may warrant of arrest dahil sa pagkakasangkot sa serye ng kidnapping sa Mindanao.,0
bra foams ay tiklop na kaya pangit tingnan kapag sinuot. i wish the seller is more careful w the packaging.hindi maayos yung pagka-package kaya siguro tupi na. might also be the carelessness of the courier but the fact that the items were just stashed to the j&t bag bothered me.,0
parang di naman to cloud -_-,0
Ginagamit ko ito kapag nagha-hunting sa malamig na panahon at maayos naman itong gumagana para sa akin. Siguradong gagamitin ko ulit ito sa susunod.,2
"Wala yan si Roxas! Pag natalo pa si duterte, dayaan na yan. ?",0
Laging naghahang ang computer na binili ko kaya walang natatapos na trabaho tuwing gumagamit nito.,0
my go to place in caloocan old school carinderia with very tasty food and very affordable parking might be a problem during lunchtime,2
"Sa kasamtangan, wa pa motugot ang pamilya ni Osorio nga buksan ang iyang opisina sa fiscals office. - Balitang Bisdak",1
thank you shoppe seller maganda po mukhang matibay gosto kopo dahil walang bakal,2
akala ko yung nasa picture ng item is same as the actual product maliit sya sa personal and yung strap nya hindi maayos pagkalagay hahaha,1
"Kahit maganda ang acting nina Kidman at ng cast, pangit at predictable masyado ang kwento kaya huwag niyo na itong panoorin sa totoo lang.",0
Sulit ang pagbili ko rito at masaya ako sa product! Mabilis sumagot ang seller sa mga tanong ko kaya isa talaga akong satisfied customer.,2
"Pagkatapos ng pagsusuri sa lupa, nagbago ang lalim ng huhukayin para sa pundasyon.",1
mbilis xang magcharge salamat po d nyo k0 binigo,2
Pinuntahan ko ang bahay nila para mag-sorry kahit hindi ko alam kung papatawarin niya ako.,1
So pleased with Poe's reaction to the Anti-Duterte Ad. She shows true leadership as former MTRCB chairman.,2
Naubos ang baterya ng radyo habang nakikinig ang bantay.,1
Very poor quality kaya hindi ako makapaniwala na Bluray movie ito dahil mas malala pa ang image quality nito kaysa sa isang lumang VHS tape.,0
Napakaganda ng pag-aaral na ito tungkol sa weapons of mass destruction at drug war. Maganda ang lalim ng kwento at may footnotes pa bilang patunay.,2
"VP Binay is asking Grace Poe nicely, he's respectful. Great Binay, thumbs up!",2
omgggg ang ganda very minimal lang pero napaka classy ng design sana tumagal talaga ang init at lamig nito as indicated in the description overall im satisfied i ll edit nalang my review if na try ko na gamitin thank youuu,2
Napa smile ako sa news about Binay! Maganda ang kanyang mga larawan at kwento.,2
Hindi nagbigay ng panayam ngayong araw si Binay. Itinanggi naman ni UNA Pres. Cong. Toby Tiangco ang paratang ni Morales.,1
"Sa sobrang hindi pagka-G ni Binay, dinoble pa nila at tinawag siyang nognog",0
thank you so much seller sobrang saya ko sa natangap kong smart tv maraming salamat po kasi isa ako sa nanalo sana marami pa kayong matulongan i love you seller after a week of using this smart tv i say superb quality in every aspect considering its price easy to set,2
"Sa Lunes, asahan umano ang kanyang talumpati tungkol sa naturang usapin.",1
