Feedback_ID,Student_ID,Faculty_ID,Subject_ID,Teaching,Communication,Practical,Notes,Interaction,Overall,Comment,Sentiment,Date
2371,ST0862,F019,SUB022,4,5,5,4,5,4,Excellent teaching and explanation.,Positive,2025-08-26
2372,ST0341,F017,SUB028,5,5,5,5,5,4,Concepts explained clearly.,Positive,2025-08-13
2373,ST0026,F022,SUB020,2,2,2,1,1,2,Needs improvement in teaching.,Negative,2025-05-17
2374,ST0239,F006,SUB025,4,4,3,3,4,3,Average teaching experience.,Neutral,2025-05-08
2375,ST0350,F012,SUB009,3,3,4,3,4,4,Can improve interaction.,Neutral,2025-05-12
2376,ST0356,F016,SUB026,1,1,1,1,2,2,Needs better communication.,Negative,2025-05-16
2377,ST0441,F039,SUB011,3,4,4,3,3,3,Average teaching experience.,Neutral,2025-01-01
2378,ST0476,F020,SUB023,1,1,2,2,2,1,Concepts not explained clearly.,Negative,2025-01-13
2379,ST0286,F033,SUB008,4,4,4,5,4,5,Very interactive class.,Positive,2025-01-08
2380,ST0336,F038,SUB008,4,4,4,5,5,5,Concepts explained clearly.,Positive,2025-03-13
2381,ST0471,F007,SUB029,2,2,2,1,1,1,Needs improvement in teaching.,Negative,2025-08-13
2382,ST0371,F010,SUB024,4,5,4,4,4,5,Very interactive class.,Positive,2025-01-29
2383,ST0117,F024,SUB002,1,2,1,1,1,1,Practicals were insufficient.,Negative,2025-06-22
2384,ST0450,F034,SUB027,4,5,5,5,5,5,Helpful and supportive faculty.,Positive,2025-01-28
2385,ST0379,F026,SUB021,5,5,5,4,4,5,Great practical sessions.,Positive,2025-09-26
2386,ST0106,F018,SUB008,5,5,5,4,4,5,Helpful and supportive faculty.,Positive,2025-02-10
2387,ST0729,F012,SUB025,3,4,4,4,3,4,Class was okay.,Neutral,2025-04-03
2388,ST0970,F008,SUB011,4,3,4,3,3,4,Class was okay.,Neutral,2025-03-30
2389,ST0944,F031,SUB025,4,5,5,4,4,5,Helpful and supportive faculty.,Positive,2025-10-27
2390,ST0085,F016,SUB025,4,3,4,3,4,4,Class was okay.,Neutral,2025-11-02
2391,ST0711,F038,SUB021,4,4,5,4,5,4,Concepts explained clearly.,Positive,2025-01-27
2392,ST0848,F008,SUB013,4,3,3,4,4,4,Can improve interaction.,Neutral,2025-04-13
2393,ST0498,F006,SUB007,4,5,5,5,4,4,Great practical sessions.,Positive,2025-03-21
2394,ST0525,F018,SUB006,5,5,4,4,5,4,Excellent teaching and explanation.,Positive,2025-03-18
2395,ST0988,F020,SUB011,5,4,4,5,4,5,Great practical sessions.,Positive,2025-04-02
2396,ST0314,F010,SUB004,1,2,1,2,1,2,Class was not engaging.,Negative,2025-06-22
2397,ST0902,F009,SUB003,5,4,5,4,4,5,Excellent teaching and explanation.,Positive,2025-10-02
2398,ST0033,F007,SUB024,4,5,5,4,5,4,Great practical sessions.,Positive,2025-10-18
2399,ST0345,F007,SUB015,3,3,4,4,4,3,Class was okay.,Neutral,2025-05-06
2400,ST0712,F014,SUB017,4,4,3,4,3,3,Can improve interaction.,Neutral,2025-11-11
2401,ST0311,F021,SUB002,4,4,5,4,5,5,Excellent teaching and explanation.,Positive,2025-10-17
2402,ST0106,F002,SUB005,4,4,4,5,4,5,Very interactive class.,Positive,2025-10-31
2403,ST0834,F003,SUB029,2,2,2,2,2,1,Needs improvement in teaching.,Negative,2025-03-08
2404,ST0703,F038,SUB009,1,1,1,1,1,1,Needs better communication.,Negative,2025-04-25
2405,ST0480,F006,SUB011,3,4,4,3,4,3,Class was okay.,Neutral,2025-09-09
2406,ST0830,F019,SUB009,5,4,4,4,5,5,Excellent teaching and explanation.,Positive,2025-08-15
2407,ST0683,F023,SUB014,1,1,2,1,1,2,Needs improvement in teaching.,Negative,2025-09-29
2408,ST0577,F019,SUB001,2,2,2,2,1,1,Concepts not explained clearly.,Negative,2025-09-04
2409,ST0995,F020,SUB008,2,2,2,1,2,2,Needs better communication.,Negative,2025-08-30
2410,ST0081,F025,SUB008,3,4,4,3,3,3,Can improve interaction.,Neutral,2025-06-05
2411,ST0125,F030,SUB030,5,5,5,5,5,5,Excellent teaching and explanation.,Positive,2025-09-29
2412,ST0923,F037,SUB013,4,5,5,4,5,4,Very interactive class.,Positive,2025-07-20
2413,ST0313,F021,SUB023,5,5,5,4,4,5,Helpful and supportive faculty.,Positive,2025-04-24
2414,ST0934,F012,SUB018,5,4,5,5,5,4,Very interactive class.,Positive,2025-11-13
2415,ST0030,F013,SUB023,4,3,4,4,3,3,Can improve interaction.,Neutral,2025-02-07
2416,ST0500,F038,SUB019,5,4,5,4,4,4,Great practical sessions.,Positive,2025-01-31
2417,ST0800,F003,SUB007,4,4,4,4,4,4,Can improve interaction.,Neutral,2025-05-09
2418,ST0592,F009,SUB028,4,3,3,4,4,4,Average teaching experience.,Neutral,2025-08-04
2419,ST0035,F011,SUB017,5,5,4,5,5,5,Helpful and supportive faculty.,Positive,2025-10-14
2420,ST0566,F027,SUB003,3,4,3,3,3,3,Satisfactory explanation.,Neutral,2025-05-16
2421,ST0613,F013,SUB026,4,5,5,5,4,4,Helpful and supportive faculty.,Positive,2025-06-28
2422,ST0969,F036,SUB028,3,4,3,3,4,4,Average teaching experience.,Neutral,2025-05-24
2423,ST0526,F004,SUB005,5,4,4,4,5,4,Excellent teaching and explanation.,Positive,2025-07-18
2424,ST0074,F014,SUB019,1,2,2,2,2,2,Needs improvement in teaching.,Negative,2025-02-19
2425,ST0538,F038,SUB029,5,4,5,5,4,5,Concepts explained clearly.,Positive,2025-09-19
2426,ST0019,F039,SUB019,4,4,4,4,4,3,Average teaching experience.,Neutral,2025-04-12
2427,ST0972,F030,SUB022,3,4,3,4,3,3,Can improve interaction.,Neutral,2025-03-15
2428,ST0105,F023,SUB028,5,4,5,4,4,4,Excellent teaching and explanation.,Positive,2025-07-28
2429,ST0013,F001,SUB026,4,4,4,5,4,5,Excellent teaching and explanation.,Positive,2025-01-30
2430,ST0524,F001,SUB008,5,4,5,4,5,4,Helpful and supportive faculty.,Positive,2025-10-20
2431,ST0888,F034,SUB012,5,5,5,4,5,5,Helpful and supportive faculty.,Positive,2025-08-20
2432,ST0552,F024,SUB024,4,4,5,4,5,5,Very interactive class.,Positive,2025-12-14
2433,ST0299,F032,SUB013,5,5,5,5,4,5,Concepts explained clearly.,Positive,2025-12-09
2434,ST0115,F010,SUB029,4,3,4,3,4,4,Can improve interaction.,Neutral,2025-11-03
2435,ST0165,F019,SUB002,4,4,4,5,4,5,Great practical sessions.,Positive,2025-05-31
2436,ST0534,F024,SUB003,3,3,4,3,3,3,Class was okay.,Neutral,2025-08-23
2437,ST0639,F033,SUB017,1,2,2,1,2,1,Needs improvement in teaching.,Negative,2025-04-15
2438,ST0243,F031,SUB028,2,1,1,1,1,1,Practicals were insufficient.,Negative,2025-06-10
2439,ST0112,F033,SUB014,4,5,5,5,5,4,Excellent teaching and explanation.,Positive,2025-03-19
2440,ST0613,F040,SUB022,5,5,5,4,5,5,Great practical sessions.,Positive,2025-02-22
2441,ST0455,F037,SUB013,4,4,4,4,4,4,Concepts explained clearly.,Positive,2025-09-25
2442,ST0839,F039,SUB017,5,5,4,4,5,5,Helpful and supportive faculty.,Positive,2025-04-25
2443,ST0670,F013,SUB004,2,2,1,2,1,1,Needs better communication.,Negative,2025-02-08
2444,ST0181,F040,SUB023,5,4,4,5,5,4,Very interactive class.,Positive,2025-03-29
2445,ST0296,F025,SUB006,5,5,5,4,5,4,Helpful and supportive faculty.,Positive,2025-03-13
2446,ST0481,F021,SUB017,4,3,3,4,4,3,Satisfactory explanation.,Neutral,2025-10-16
2447,ST0066,F008,SUB024,3,4,3,3,4,4,Satisfactory explanation.,Neutral,2025-06-08
2448,ST0965,F004,SUB020,5,5,4,5,5,4,Helpful and supportive faculty.,Positive,2025-03-28
2449,ST0041,F026,SUB016,4,5,5,5,4,4,Very interactive class.,Positive,2025-09-12
2450,ST0122,F017,SUB019,3,4,4,4,4,3,Satisfactory explanation.,Neutral,2025-07-04
2451,ST0118,F022,SUB022,5,4,4,5,4,4,Very interactive class.,Positive,2025-07-08
2452,ST0068,F001,SUB016,4,4,4,5,5,5,Excellent teaching and explanation.,Positive,2025-11-16
2453,ST0502,F038,SUB014,5,5,5,5,4,5,Great practical sessions.,Positive,2025-12-08
2454,ST0729,F040,SUB026,3,4,4,4,4,4,Can improve interaction.,Neutral,2025-01-24
2455,ST0203,F017,SUB020,4,5,4,5,4,5,Very interactive class.,Positive,2025-01-19
2456,ST0862,F029,SUB002,1,1,2,1,2,1,Needs better communication.,Negative,2025-09-23
2457,ST0880,F008,SUB012,5,4,4,5,5,5,Excellent teaching and explanation.,Positive,2025-04-19
2458,ST0471,F039,SUB014,4,4,4,5,4,4,Helpful and supportive faculty.,Positive,2025-12-11
2459,ST0465,F021,SUB014,5,5,5,4,4,4,Concepts explained clearly.,Positive,2025-06-23
2460,ST0931,F024,SUB023,4,4,4,5,4,5,Very interactive class.,Positive,2025-04-20
2461,ST0477,F017,SUB002,4,4,5,4,4,5,Very interactive class.,Positive,2025-10-20
2462,ST0655,F028,SUB030,4,4,4,4,5,5,Very interactive class.,Positive,2025-05-26
2463,ST0948,F017,SUB014,5,5,4,4,4,4,Great practical sessions.,Positive,2025-09-05
2464,ST0934,F030,SUB017,2,1,2,1,1,1,Practicals were insufficient.,Negative,2025-08-20
2465,ST0253,F032,SUB025,5,4,4,5,5,5,Helpful and supportive faculty.,Positive,2025-03-04
2466,ST0002,F011,SUB001,1,2,1,1,1,1,Concepts not explained clearly.,Negative,2025-01-22
2467,ST0359,F031,SUB021,4,4,4,4,5,4,Helpful and supportive faculty.,Positive,2025-02-23
2468,ST0653,F012,SUB016,5,5,5,4,4,4,Very interactive class.,Positive,2025-12-11
2469,ST0965,F033,SUB021,5,4,4,4,4,5,Excellent teaching and explanation.,Positive,2025-07-30
2470,ST0239,F018,SUB004,1,1,2,1,2,1,Class was not engaging.,Negative,2025-01-02
2471,ST0132,F026,SUB025,5,4,4,5,5,5,Very interactive class.,Positive,2025-07-03
2472,ST0524,F015,SUB024,3,3,4,4,3,4,Class was okay.,Neutral,2025-06-22
2473,ST0730,F040,SUB004,4,4,5,4,4,5,Concepts explained clearly.,Positive,2025-09-24
2474,ST0998,F013,SUB017,5,4,5,5,4,5,Very interactive class.,Positive,2025-09-16
2475,ST0479,F012,SUB007,4,3,3,4,4,4,Average teaching experience.,Neutral,2025-06-12
2476,ST0058,F010,SUB001,5,5,5,4,4,4,Very interactive class.,Positive,2025-01-29
2477,ST0847,F017,SUB012,4,4,3,3,4,4,Average teaching experience.,Neutral,2025-10-31
2478,ST0937,F039,SUB008,5,4,4,4,5,5,Concepts explained clearly.,Positive,2025-08-22
2479,ST0459,F031,SUB003,4,5,5,5,4,4,Concepts explained clearly.,Positive,2025-05-17
2480,ST0569,F024,SUB018,5,4,5,5,4,4,Very interactive class.,Positive,2025-07-19
2481,ST0125,F018,SUB016,5,4,4,4,4,4,Excellent teaching and explanation.,Positive,2025-06-21
2482,ST0109,F025,SUB004,4,5,4,4,5,5,Helpful and supportive faculty.,Positive,2025-10-02
2483,ST0526,F021,SUB022,4,5,5,4,5,4,Very interactive class.,Positive,2025-03-24
2484,ST0491,F009,SUB004,5,5,5,5,4,4,Very interactive class.,Positive,2025-09-06
2485,ST0636,F008,SUB007,5,4,5,5,5,4,Great practical sessions.,Positive,2025-11-07
2486,ST0760,F006,SUB007,5,5,5,5,5,4,Very interactive class.,Positive,2025-03-28
2487,ST0619,F001,SUB014,3,3,3,3,3,3,Satisfactory explanation.,Neutral,2025-05-16
2488,ST0505,F021,SUB004,5,5,5,4,5,4,Very interactive class.,Positive,2025-05-31
2489,ST0451,F014,SUB016,4,4,4,4,3,4,Satisfactory explanation.,Neutral,2025-02-20
2490,ST0154,F015,SUB018,3,3,3,4,4,4,Satisfactory explanation.,Neutral,2025-03-21
2491,ST0490,F006,SUB007,5,4,5,4,4,5,Great practical sessions.,Positive,2025-12-07
2492,ST0824,F039,SUB005,5,5,4,5,5,4,Concepts explained clearly.,Positive,2025-10-28
2493,ST0886,F031,SUB029,5,4,4,4,5,5,Helpful and supportive faculty.,Positive,2025-03-03
2494,ST0742,F040,SUB015,5,4,5,4,5,4,Helpful and supportive faculty.,Positive,2025-04-03
2495,ST0042,F016,SUB005,5,5,4,4,4,4,Great practical sessions.,Positive,2025-01-12
2496,ST0807,F015,SUB011,4,4,4,5,5,4,Excellent teaching and explanation.,Positive,2025-07-15
2497,ST0690,F012,SUB006,4,4,4,5,4,5,Helpful and supportive faculty.,Positive,2025-11-12
2498,ST0291,F021,SUB003,5,4,4,5,4,4,Helpful and supportive faculty.,Positive,2025-07-24
2499,ST0554,F020,SUB019,4,3,3,3,4,4,Satisfactory explanation.,Neutral,2025-09-23
2500,ST0440,F003,SUB021,4,3,4,3,4,4,Satisfactory explanation.,Neutral,2025-06-14
2501,ST0133,F040,SUB030,4,4,5,4,5,4,Very interactive class.,Positive,2025-11-22
2502,ST0597,F017,SUB017,5,5,5,4,4,4,Excellent teaching and explanation.,Positive,2025-12-20
2503,ST0848,F025,SUB001,3,3,4,4,3,3,Satisfactory explanation.,Neutral,2025-12-13
2504,ST0392,F008,SUB029,3,4,4,3,4,4,Can improve interaction.,Neutral,2025-12-07
2505,ST0712,F013,SUB007,1,2,1,2,1,1,Concepts not explained clearly.,Negative,2025-09-10
2506,ST0310,F013,SUB022,4,3,4,4,4,4,Average teaching experience.,Neutral,2025-06-29
2507,ST0857,F005,SUB017,4,4,4,5,4,4,Excellent teaching and explanation.,Positive,2025-07-12
2508,ST0830,F030,SUB019,5,4,5,4,5,4,Helpful and supportive faculty.,Positive,2025-11-19
2509,ST0577,F010,SUB028,3,4,3,4,4,4,Class was okay.,Neutral,2025-10-11
2510,ST0588,F019,SUB024,2,2,1,2,2,1,Practicals were insufficient.,Negative,2025-03-11
2511,ST0384,F004,SUB019,5,5,5,5,4,5,Concepts explained clearly.,Positive,2025-10-17
2512,ST0751,F038,SUB008,5,4,5,4,4,4,Great practical sessions.,Positive,2025-03-17
2513,ST0703,F020,SUB025,1,2,1,2,1,2,Class was not engaging.,Negative,2025-06-17
2514,ST0727,F006,SUB013,5,5,5,4,5,4,Concepts explained clearly.,Positive,2025-06-25
2515,ST0589,F016,SUB017,3,3,4,4,3,3,Satisfactory explanation.,Neutral,2025-01-19
2516,ST0351,F004,SUB030,4,5,5,4,4,5,Helpful and supportive faculty.,Positive,2025-01-30
2517,ST0156,F033,SUB019,4,3,4,3,3,3,Can improve interaction.,Neutral,2025-11-14
2518,ST0564,F004,SUB017,4,5,4,5,5,5,Very interactive class.,Positive,2025-04-29
2519,ST0765,F003,SUB020,1,1,1,2,1,2,Needs improvement in teaching.,Negative,2025-03-01
2520,ST0906,F030,SUB015,4,5,5,4,5,5,Excellent teaching and explanation.,Positive,2025-10-24
2521,ST0300,F011,SUB005,5,5,5,4,4,4,Excellent teaching and explanation.,Positive,2025-09-08
2522,ST0717,F001,SUB017,4,3,4,3,4,3,Need more examples.,Neutral,2025-07-05
2523,ST0196,F035,SUB028,5,4,5,5,4,5,Concepts explained clearly.,Positive,2025-10-14
2524,ST0112,F024,SUB003,5,4,4,4,4,5,Helpful and supportive faculty.,Positive,2025-11-02
2525,ST0973,F023,SUB010,4,4,4,5,4,5,Concepts explained clearly.,Positive,2025-02-18
2526,ST0321,F040,SUB030,5,4,4,5,5,5,Helpful and supportive faculty.,Positive,2025-06-29
2527,ST0429,F034,SUB013,5,4,5,5,5,4,Helpful and supportive faculty.,Positive,2025-08-31
2528,ST0484,F003,SUB017,4,4,5,5,5,4,Helpful and supportive faculty.,Positive,2025-10-12
2529,ST0490,F012,SUB015,4,5,4,5,4,5,Great practical sessions.,Positive,2025-08-14
2530,ST0277,F036,SUB021,4,4,5,5,4,4,Very interactive class.,Positive,2025-08-25
2531,ST0411,F038,SUB006,4,4,4,4,4,4,Can improve interaction.,Neutral,2025-05-01
2532,ST0116,F021,SUB013,5,4,5,4,5,4,Very interactive class.,Positive,2025-04-08
2533,ST0160,F032,SUB022,5,5,4,4,5,5,Excellent teaching and explanation.,Positive,2025-12-29
2534,ST0456,F040,SUB002,3,3,4,3,4,4,Satisfactory explanation.,Neutral,2025-04-27
2535,ST0838,F036,SUB008,5,5,4,4,4,5,Concepts explained clearly.,Positive,2025-08-26
2536,ST0520,F026,SUB016,4,5,5,5,5,5,Helpful and supportive faculty.,Positive,2025-01-17
2537,ST0565,F027,SUB009,5,5,5,5,4,5,Great practical sessions.,Positive,2025-09-20
2538,ST0756,F022,SUB021,2,1,2,2,2,1,Concepts not explained clearly.,Negative,2025-04-09
2539,ST0965,F020,SUB009,4,4,4,5,5,5,Concepts explained clearly.,Positive,2025-07-13
2540,ST0495,F002,SUB001,5,5,4,4,5,5,Great practical sessions.,Positive,2025-07-02
2541,ST0471,F027,SUB001,4,3,3,4,4,4,Can improve interaction.,Neutral,2025-12-20
2542,ST0459,F026,SUB026,3,4,4,3,3,4,Need more examples.,Neutral,2025-10-08
2543,ST0560,F017,SUB025,2,2,1,1,2,1,Practicals were insufficient.,Negative,2025-11-03
2544,ST0424,F029,SUB022,4,5,4,5,4,4,Excellent teaching and explanation.,Positive,2025-05-03
2545,ST0949,F002,SUB020,1,2,1,1,1,2,Needs better communication.,Negative,2025-12-29
2546,ST0267,F003,SUB020,5,4,5,5,5,4,Concepts explained clearly.,Positive,2025-05-15
2547,ST0975,F027,SUB006,4,5,4,5,4,4,Helpful and supportive faculty.,Positive,2025-03-16
2548,ST0630,F033,SUB009,4,4,4,4,5,5,Concepts explained clearly.,Positive,2025-01-06
2549,ST0966,F031,SUB029,2,2,2,1,2,2,Practicals were insufficient.,Negative,2025-05-25
2550,ST1000,F012,SUB017,4,5,4,5,4,4,Very interactive class.,Positive,2025-08-24
2551,ST0870,F002,SUB024,5,4,4,5,4,4,Great practical sessions.,Positive,2025-08-07
2552,ST0470,F029,SUB014,1,2,1,2,2,1,Needs better communication.,Negative,2025-12-31
2553,ST0022,F008,SUB020,4,4,4,3,3,3,Can improve interaction.,Neutral,2025-09-30
2554,ST0052,F026,SUB010,4,4,4,5,5,4,Concepts explained clearly.,Positive,2025-03-13
2555,ST0587,F021,SUB014,5,4,5,4,4,4,Concepts explained clearly.,Positive,2025-12-24
2556,ST0517,F024,SUB018,5,5,4,4,4,5,Helpful and supportive faculty.,Positive,2025-06-26
2557,ST0307,F038,SUB007,2,1,1,1,2,2,Practicals were insufficient.,Negative,2025-06-19
2558,ST0205,F018,SUB006,1,2,2,1,1,1,Concepts not explained clearly.,Negative,2025-03-12
2559,ST0526,F025,SUB025,4,4,4,5,4,5,Very interactive class.,Positive,2025-11-29
2560,ST0511,F021,SUB006,2,2,2,2,1,1,Needs better communication.,Negative,2025-06-22
2561,ST0246,F033,SUB028,5,4,5,5,5,5,Excellent teaching and explanation.,Positive,2025-03-17
2562,ST0683,F009,SUB013,5,4,4,5,5,4,Helpful and supportive faculty.,Positive,2025-01-31
2563,ST0416,F020,SUB020,5,5,4,5,5,5,Excellent teaching and explanation.,Positive,2025-02-23
2564,ST0846,F015,SUB028,3,3,4,3,4,3,Class was okay.,Neutral,2025-08-28
2565,ST0181,F039,SUB011,5,5,5,4,4,4,Concepts explained clearly.,Positive,2025-09-15
2566,ST0771,F020,SUB022,3,4,4,3,3,4,Satisfactory explanation.,Neutral,2025-07-14
2567,ST0920,F036,SUB010,5,5,4,4,4,5,Excellent teaching and explanation.,Positive,2025-11-20
2568,ST0389,F015,SUB021,4,3,4,3,4,4,Average teaching experience.,Neutral,2025-10-25
2569,ST0551,F028,SUB005,4,5,4,4,4,5,Great practical sessions.,Positive,2025-10-30
2570,ST0289,F016,SUB019,5,4,5,4,4,5,Great practical sessions.,Positive,2025-08-27
2571,ST0101,F021,SUB008,5,4,5,5,4,4,Great practical sessions.,Positive,2025-10-26
2572,ST0450,F014,SUB027,4,5,4,5,4,5,Excellent teaching and explanation.,Positive,2025-07-06
2573,ST0665,F011,SUB012,4,5,4,4,4,5,Great practical sessions.,Positive,2025-04-30
2574,ST0705,F024,SUB009,4,5,5,5,5,5,Great practical sessions.,Positive,2025-06-17
2575,ST0928,F020,SUB014,1,1,1,2,1,2,Needs improvement in teaching.,Negative,2025-10-20
2576,ST0383,F023,SUB019,2,1,1,1,1,2,Needs better communication.,Negative,2025-02-09
2577,ST0384,F009,SUB003,1,1,1,2,1,1,Concepts not explained clearly.,Negative,2025-01-30
2578,ST0639,F019,SUB026,5,5,5,5,5,4,Concepts explained clearly.,Positive,2025-01-06
2579,ST0014,F025,SUB020,4,4,5,4,4,5,Excellent teaching and explanation.,Positive,2025-01-22
2580,ST0084,F024,SUB015,5,4,5,4,5,4,Helpful and supportive faculty.,Positive,2025-11-12
2581,ST0540,F027,SUB008,3,4,4,4,3,3,Can improve interaction.,Neutral,2025-09-18
2582,ST0825,F006,SUB015,4,4,5,4,5,4,Very interactive class.,Positive,2025-12-03
2583,ST0917,F024,SUB007,2,1,1,2,2,2,Concepts not explained clearly.,Negative,2025-06-30
2584,ST0754,F005,SUB022,4,5,4,5,5,4,Great practical sessions.,Positive,2025-12-04
2585,ST0317,F017,SUB004,4,4,4,4,4,5,Great practical sessions.,Positive,2025-01-14
2586,ST0086,F005,SUB016,1,2,2,1,2,1,Concepts not explained clearly.,Negative,2025-01-30
2587,ST0148,F007,SUB006,4,5,4,5,4,5,Concepts explained clearly.,Positive,2025-08-16
2588,ST0320,F005,SUB029,4,4,5,5,4,4,Concepts explained clearly.,Positive,2025-05-01
2589,ST0295,F032,SUB011,5,5,5,4,4,5,Excellent teaching and explanation.,Positive,2025-01-27
2590,ST0049,F025,SUB020,4,3,3,4,4,3,Need more examples.,Neutral,2025-01-23
2591,ST0861,F012,SUB012,4,3,3,4,3,4,Satisfactory explanation.,Neutral,2025-04-28
2592,ST0885,F018,SUB019,4,5,4,5,4,5,Concepts explained clearly.,Positive,2025-04-03
2593,ST0869,F014,SUB003,4,5,5,5,4,4,Great practical sessions.,Positive,2025-01-05
2594,ST0993,F030,SUB016,4,5,5,4,4,5,Helpful and supportive faculty.,Positive,2025-06-18
2595,ST0655,F028,SUB028,5,5,5,5,4,5,Great practical sessions.,Positive,2025-04-28
2596,ST0316,F013,SUB030,4,5,5,4,5,5,Very interactive class.,Positive,2025-12-30
2597,ST0003,F016,SUB028,4,4,4,3,3,4,Need more examples.,Neutral,2025-10-01
2598,ST0292,F036,SUB017,4,4,4,4,4,4,Very interactive class.,Positive,2025-06-23
2599,ST0470,F023,SUB010,5,4,4,4,5,5,Very interactive class.,Positive,2025-02-25
2600,ST0382,F006,SUB022,4,5,5,5,5,5,Concepts explained clearly.,Positive,2025-12-19
2601,ST0274,F031,SUB023,5,4,5,4,4,4,Concepts explained clearly.,Positive,2025-03-09
2602,ST0963,F020,SUB013,3,3,4,3,3,3,Satisfactory explanation.,Neutral,2025-02-14
2603,ST0897,F020,SUB018,4,4,3,4,3,4,Class was okay.,Neutral,2025-12-02
2604,ST0723,F024,SUB023,5,5,4,4,5,4,Very interactive class.,Positive,2025-07-06
2605,ST0829,F017,SUB011,4,4,4,4,5,5,Concepts explained clearly.,Positive,2025-03-02
2606,ST0777,F020,SUB009,3,4,4,4,4,3,Average teaching experience.,Neutral,2025-06-05
2607,ST0966,F001,SUB003,4,5,5,5,4,4,Great practical sessions.,Positive,2025-08-20
2608,ST0714,F024,SUB003,4,4,4,5,4,4,Great practical sessions.,Positive,2025-10-03
2609,ST0746,F025,SUB011,2,1,1,1,1,2,Needs better communication.,Negative,2025-05-14
2610,ST0162,F022,SUB030,5,4,5,5,5,4,Helpful and supportive faculty.,Positive,2025-04-23
2611,ST0179,F019,SUB014,1,1,2,1,1,1,Needs improvement in teaching.,Negative,2025-03-15
2612,ST0510,F020,SUB005,1,2,1,1,1,1,Class was not engaging.,Negative,2025-12-17
2613,ST0985,F027,SUB023,5,5,4,5,4,5,Concepts explained clearly.,Positive,2025-08-12
2614,ST0755,F035,SUB007,4,5,4,5,4,5,Very interactive class.,Positive,2025-05-11
2615,ST0963,F031,SUB027,5,5,4,4,4,5,Excellent teaching and explanation.,Positive,2025-07-24
2616,ST0997,F010,SUB011,4,4,4,5,5,5,Very interactive class.,Positive,2025-03-14
2617,ST0637,F023,SUB007,5,5,5,5,4,5,Great practical sessions.,Positive,2025-08-18
2618,ST0936,F003,SUB014,2,2,1,1,2,1,Needs improvement in teaching.,Negative,2025-10-20
2619,ST0800,F011,SUB021,3,3,3,3,3,4,Can improve interaction.,Neutral,2025-09-17
2620,ST0870,F025,SUB024,5,4,4,4,4,4,Excellent teaching and explanation.,Positive,2025-10-13
2621,ST0011,F019,SUB018,4,3,3,3,3,3,Class was okay.,Neutral,2025-02-23
2622,ST0481,F013,SUB018,4,5,4,4,4,4,Excellent teaching and explanation.,Positive,2025-01-31
2623,ST0130,F031,SUB013,5,5,4,5,5,5,Concepts explained clearly.,Positive,2025-02-07
2624,ST0428,F024,SUB002,5,5,5,5,5,4,Excellent teaching and explanation.,Positive,2025-11-21
2625,ST0229,F012,SUB015,4,4,3,4,3,3,Average teaching experience.,Neutral,2025-03-20
2626,ST0613,F024,SUB002,5,5,5,4,4,5,Great practical sessions.,Positive,2025-06-17
2627,ST0175,F012,SUB029,3,3,3,3,4,4,Need more examples.,Neutral,2025-11-08
2628,ST0556,F005,SUB012,4,5,4,4,5,4,Very interactive class.,Positive,2025-06-02
2629,ST0801,F022,SUB010,3,4,4,4,4,4,Need more examples.,Neutral,2025-05-01
2630,ST0055,F002,SUB010,4,5,5,4,4,5,Great practical sessions.,Positive,2025-06-18
2631,ST0137,F039,SUB013,4,5,4,4,5,4,Helpful and supportive faculty.,Positive,2025-06-30
2632,ST0649,F021,SUB021,5,5,5,5,5,4,Excellent teaching and explanation.,Positive,2025-01-27
2633,ST0967,F036,SUB020,4,5,4,4,5,5,Excellent teaching and explanation.,Positive,2025-08-20
2634,ST0489,F040,SUB012,3,4,4,3,3,4,Class was okay.,Neutral,2025-05-30
2635,ST0334,F038,SUB008,4,4,4,5,4,4,Excellent teaching and explanation.,Positive,2025-01-14
2636,ST0286,F039,SUB016,3,4,3,3,4,3,Need more examples.,Neutral,2025-09-29
2637,ST0710,F006,SUB002,4,4,4,4,5,4,Concepts explained clearly.,Positive,2025-03-29
2638,ST0806,F028,SUB007,5,5,4,5,4,4,Concepts explained clearly.,Positive,2025-11-03
2639,ST0374,F025,SUB007,3,4,4,4,4,4,Class was okay.,Neutral,2025-09-29
2640,ST0002,F037,SUB029,2,2,1,1,1,2,Class was not engaging.,Negative,2025-04-03
2641,ST1000,F036,SUB029,5,5,5,5,4,5,Very interactive class.,Positive,2025-11-24
2642,ST0853,F033,SUB002,5,4,5,5,4,4,Helpful and supportive faculty.,Positive,2025-07-03
2643,ST0140,F003,SUB008,5,4,4,4,4,5,Concepts explained clearly.,Positive,2025-10-02
2644,ST0427,F013,SUB021,4,5,4,4,4,4,Very interactive class.,Positive,2025-02-27
2645,ST0488,F012,SUB011,5,5,5,5,5,5,Helpful and supportive faculty.,Positive,2025-04-05
2646,ST0019,F023,SUB003,5,5,5,5,5,5,Very interactive class.,Positive,2025-07-16
2647,ST0386,F029,SUB016,5,4,4,5,5,4,Very interactive class.,Positive,2025-05-16
2648,ST0176,F032,SUB005,4,4,3,4,4,4,Need more examples.,Neutral,2025-01-16
2649,ST0840,F002,SUB005,4,5,4,5,4,4,Helpful and supportive faculty.,Positive,2025-12-04
2650,ST0245,F019,SUB011,3,3,4,3,3,3,Can improve interaction.,Neutral,2025-11-24
2651,ST0803,F038,SUB019,4,4,4,5,5,4,Helpful and supportive faculty.,Positive,2025-10-30
