id,text,sentiment,relevance,evaluation_type,source
sample_13377,Unang nasilayan sa malaking telon si Delgado bilang supporting cast sa mga pelikulang Bawa't Kanto Basagulo at Ito ang Digmaan na ginawa noong 1968.,neutral,general,general,tagasenti
sample_13378,Pinayuhan din ng PDEA ang publiko na iwasan muna ang pag-inom ng mga energy drink hanggat hindi pa pinal ang mga ginagawang pagsusuri.,neutral,general,general,tagasenti
sample_13379,maganda ang tsinelas naka dalawang order naku dito sa shop nato matagal masira manawa ka nalang pangbahay at panlakad worth it ang presyo love this shop highly recomended at bilis shipping din sila salamat seller salamat shopee sa free shipping,positive,general,general,tagasenti
sample_13380,"""The President must consider retiring from politics and forego any political plan next year,"" payo naman ni Villanueva.",negative,general,general,tagasenti
sample_13381,Isang misa rin ang ginawa sa Kamara de Representantes nitong Miyerkules ng hapon upang hilingin ang mabilis na paggaling ni Gng Aquino.,neutral,general,general,tagasenti
sample_13382,nice item is well packed lumalabas yung lamig nya sa takip sa cover kaya di sya ganun ka vacuum insulated,neutral,general,general,tagasenti
sample_13383,Nagtanong sana ako kung may hindi ako naintindihan.,negative,general,general,tagasenti
sample_13384,Hindi tinukoy ni Barba kung sino ang target ng mga suspek.,neutral,general,general,tagasenti
sample_13385,faded looks old stocks and faded na yung kulay ang layo sa kulay na inorder ko,negative,general,general,tagasenti
sample_13386,pangit ng quality huhu kaya pala mura lang mapapamura din sakin yung nag order hahahahha,negative,general,general,tagasenti
sample_13387,Jusko po Lord bigyan nyo po ng common sense si Mar Roxas.,negative,general,general,tagasenti
sample_13388,Tapos na sana trabaho kung hindi lang nag-down yung system.,negative,general,general,tagasenti
sample_13389,"Mar roxas, i think you should fire your PR people. Dude, they are not doing anything good! Hire Olivia Pope instead. She will handle it.",negative,general,general,tagasenti
sample_13390,"Nakatakdang palitan ni Neri, kasalukuyang pinuno ng Commission on Higher Education, sa Agosto 1 ang nagbitiw na si outgoing SSS president Corazon dela Paz.",neutral,general,general,tagasenti
sample_13391,mahaba at mbigat maayos nrin kc un bigat dagdag sa bigat nd mahangin agad german kasi sia gusto ng anak ko thankyou seller at rider,positive,general,general,tagasenti
sample_13392,Madalas ipalabas ang commercial ni Binay sa cable.,neutral,general,general,tagasenti
sample_13393,Hindi na sana ako pumayag na mag-isa lang siya doon.,negative,general,general,tagasenti
sample_13394,10 10 very good ang quality ng baby wipes malambot gamitin affordable pa ng price fast shipping and delivery thank you,positive,general,general,tagasenti
sample_13395,good quality karating lang niya medyo maliit saken kala ko size 45 pero kasya naman yun lang malapad kc paa ko goods naman malambot ok naman sa paa kumportable ako salamat,positive,general,general,tagasenti
sample_13396,so disappointed sira sira ung box nung item wala man lang bubble rap,negative,general,general,tagasenti
sample_13397,Paano ako maniniwala sa iyo kung wala naman akong nakikitang pag-unlad sa trabaho mo.,negative,general,general,tagasenti
sample_13398,"Bukod kay Eugenio, dalawang tao umano ang nadakip ng pulisya sa Brgy MS Garcia noong nakaraang linggo dahil din sa pagbebenta ng shabu.",positive,general,general,tagasenti
sample_13399,Sinabi ni Ponteres na regular ang pag-uusap nila ng nawawalang kapitan ng barko na si Florencio Marimon Sr. bago naganap ang sakuna.,neutral,general,general,tagasenti
sample_13400,Assignation plan by Pnoy and Roxas if Mayor Duterte wins,neutral,general,general,tagasenti
sample_13401,not what i expected but it s good i hope mag tagal sya,neutral,general,general,tagasenti
sample_13402,Wala akong ibang nararamdaman kundi galit dahil sa di makatarungang hatol.,negative,general,general,tagasenti
sample_13403,There is sponsored content on FB regarding Grace Poe. Some people want issue-based debates.,neutral,general,general,tagasenti
sample_13404,okay siya nung ginamit namin pang vacuum sa kama medyo mabigat lang and kapag more than 10 15mins ginamit nagiiba yung tunog nya nakailang gamit palang kami parang humina na agad ung suction,neutral,general,general,tagasenti
sample_13405,Sa wakas ay natagpuan ko na ang sagot at hindi na ako mangangapa pa sa dilim kapag nagkaproblema.,positive,general,general,tagasenti
sample_13406,"Napakatalino mo sa pag-handle ng stress, ipinasa mo sa akin ang lahat ng problema mo tapos bigla kang naglaho.",negative,general,general,tagasenti
sample_13407,"Ibang klase ang pagiging thoughtful ng asawa mo, binilhan ka ng insurance para makuha niya ang pera pag nawala ka.",negative,general,general,tagasenti
sample_13408,"Kahit medyo pilit ang ibang eksena sa movie, isa pa rin itong feel-good film at masaya naman talaga ang ending nito kaya magugustuhan niyo ito.",positive,general,general,tagasenti
sample_13409,Laking pasasalamat ko dahil hindi umabot sa pamumula ang balat ko nang gamitin ko ang produktong ito.,positive,general,general,tagasenti
sample_13410,"Maski mag as one pamo Poe and Roxas, you cannot still defeat Duterte.",neutral,general,general,tagasenti
sample_13411,Kinantiyaw umano ni Mangudadatu si Andal Jr at inihambing sa alaga niyang aso nang makitang may kadena sa leeg ang akusadong alkalde.,negative,general,general,tagasenti
sample_13412,Sorry Mar Roxas. Hindi mo magagamit si DJ para mas tumaas ang boto mo kahit na ine-endorse ka ni DJ.,negative,general,general,tagasenti
sample_13413,"Pumangalawa si Roxas sa ranking, may hinala ng dayaan, pero suporta pa rin kay Du30.",neutral,general,general,tagasenti
sample_13414,ilang beses ko na siyang ginamit at lininisan pag binuksan mo siya bumabaho siya,negative,general,general,tagasenti
sample_13415,Bakit pinakahuli si miriam? Sana siya ang nasa unahan at maganda ang posisyon niya!,positive,general,general,tagasenti
sample_13416,Why would Grace Poe even consider Duterte in spite of the evidence against him? Inexperience? Poor judgement? Sipsip sa lahat?,negative,general,general,tagasenti
sample_13417,"""Matatandaan na lumutang sa internet ang isang grupong tinawag na ""Sundalong Tagapagtanggol ng Pilipino"" na naglalayong guluhin ang gobyerno upang mapalitan ang liderato sa Palasyo.""",negative,general,general,tagasenti
sample_13418,Napakacute na couple nina Chase at Jessica rito! Gustong-gusto ko yung usapan nila noong una silang nagkita at sobrang nakakatuwang basahin ng librong ito.,positive,general,general,tagasenti
sample_13419,maingay sa umaga gawa ng mga jeep sa tapat. may corkage fee yung outside food.,negative,general,general,tagasenti
sample_13420,ok namn sya punit punit nga lang yong plastik ng j t at hndi sya nka karton nkaplastik lang ayus na din po mura lang kasi slamat seller at sa nag deliver,neutral,general,general,tagasenti
sample_13421,Ang pagiging kasapi ng oposisyon ang hinihinalang dahilan ni Cayetano kaya inipit ng Department of Budget and Management (DBM) ang kanyang PDAF.,negative,general,general,tagasenti
sample_13422,"nadismaya ako sa print brand sticker lang pala,akla ko nakaborda,matanggal lang pala",negative,general,general,tagasenti
sample_13423,thank u po ilang ulit qna pong order ito d nyo parin po ako binibigo po salamat po order pa po ako ulit,positive,general,general,tagasenti
sample_13424,Akala ko makikinig siya sa payo ko pero wala rin palang kwenta ang pakikipag-usap sa kanya.,negative,general,general,tagasenti
sample_13425,"if either Poe or Binay wins, may pag-asa pa ring magbago ang Pilipinas. Sama-sama tayong aahon :",positive,general,general,tagasenti
sample_13426,"Bilib ako sa lakas ng kapit mo sa akin, nag-stay ka lang pala kasi libre ang upa at pagkain sa bahay ko.",negative,general,general,tagasenti
sample_13427,"Si Roxas mananalo dyan. Alam na. Pangalawa na eh. Hindi ako botante pero sana si Duterte nalang. Lord, kayo na pong bahala sa Pilipinas. ?",negative,general,general,tagasenti
sample_13428,"""Salamat sa tulong na ibinigay nyo para kami ay makapaglingkod at protektahan ang ating mga mamamayan,"" ayon kay Razon",positive,general,general,tagasenti
sample_13429,"Landslide! Yung 500 ni Mar Roxas, malaking tulong! Salamat!",positive,general,general,tagasenti
sample_13430,"Gumagana naman yung stapler na ito nang maayos sa kaunting papel, kaso nag-i-jam kapag lumampas na sa sampung pahina ang isasama.",neutral,general,general,tagasenti
sample_13431,not excellent maganda sana ung kulay nya but definitely not working sya and hindi po sya nagacharge so sana po seller inaayos nyo po ung pag pack nya para hindi sya nasira sorry but i dont give 5 star for this shop im so disappointed i just waste my money,negative,general,general,tagasenti
sample_13432,"Why I will give my vote to Mar Roxas: ""Continuity"".",positive,general,general,tagasenti
sample_13433,"Kahit hindi ko na masyadong suriin, alam kong hindi tinipid ang mga materyales na ginamit dito.",positive,general,general,tagasenti
sample_13434,"mabilisa ship out ......... 15 ko lang inorder 16 pa lang dumating na......... okay naman ang mga items, tama ang kulay , maganda naman ang tela kaso maliit lang ang size xxl na order ko pero kasya lang s large....... pero 4 stars pa rin rate",positive,general,general,tagasenti
sample_13435,good ok naman siya. sana matibay ito . thank you seller ang bilis dumating.,positive,general,general,tagasenti
sample_13436,Mali-mali ang impormasyon sa librong ito kaya hindi ko talaga ito mare-recommend sa iba. Mas mabuti pang iwasan niyo na lang ang product na ito.,negative,general,general,tagasenti
sample_13437,"Sa pinakaulihi nga record sang provincial agriculture office, 40,000 na ka ektarya ang apektado sang El Nino.",negative,general,general,tagasenti
sample_13438,"manipis pala sya, akala ko kasi makapal. pero okie na quality nya sa price nya. magkasya kahit medyo malaki ang body mo.heheh",positive,general,general,tagasenti
sample_13439,"salamat po seller, good quality pa din. pangalawang beses ko na itong bili sa item na to. hindi ito akin, pinabili lang. nakakabadtrip lang po ang ninja van bukod sa sakto sa time frame talaga. na delay pa ang delivery nila ako'y naiinis dahil hindi ko napansin na sila pala",positive,general,general,tagasenti
sample_13440,maganda sulit ang bayad thankyou seller,positive,general,general,tagasenti
sample_13441,not what my kids expected hindi sya yung nasa pictures i don t know if na ubusan na si seller kaya iba na lang sinend samin hindi ko nakita sa pictures yung na received namin event hough tumbler parin sya syempre kids are expecting what they saw in pictures,negative,general,general,tagasenti
sample_13442,awesome well packaged sya walang damage good condition maganda pag gana ng ilaw thank you seller,positive,general,general,tagasenti
sample_13443,sabi sa isqng review na nabasa ko dito maagan daw e apaka bigat tas ang lambot pa parang jelly ace hahaha ok lang since mura salamat po,neutral,general,general,tagasenti
sample_13444,Bumuo na ang pulisya ng Task Force Lasam upang hulihin ang mga salarin na tumakas sakay ng motorsiklo.,positive,general,general,tagasenti
sample_13445,"Kung gusto mapanood ang istorya nina Mar Roxas, Duterte, magbayad para makapanood.",neutral,general,general,tagasenti
sample_13446,"Ngunit ayon kay Topacio, ginawa ni Mancao ang 2001 counter-affidavit na, ""under pressure, under extreme duress.""""",negative,general,general,tagasenti
sample_13447,"happy naman ako sa purchase ko, maganda ang quality and designs are nice as well. and grabe next day delivered na agad! deserve nila ang 5 star!!",positive,general,general,tagasenti
sample_13448,"Maganda yung screen ng laptop at mabilis mag-boot, kaya lang madaling malobat kaya kailangang laging nakasaksak kapag nagtatrabaho ako.",neutral,general,general,tagasenti
sample_13449,Umaasa naman si Pagdanganan na magiging mapayapa ang paglilipat ng kapangyarihan sa kapitolyo ng Bulacan.,positive,general,general,tagasenti
sample_13450,"Sa debate, tinalakay ang isyu ng korapsyon at si Binay.",neutral,general,general,tagasenti
sample_13451,mganda po sya promise...uulit p q umorder.5 star ka skin..thank u shoppee tsaka kay kuya na nag deliver po..,positive,general,general,tagasenti
sample_13452,"Sulit sana yung buffet kung marami kang kakainin, ang problema konti ng choices.",negative,general,general,tagasenti
sample_13453,poor basang basa pagdating kita nmn sa vid masyadong sininsin pagkakapack di nakakatuwa tagal ko na naorder ng ganto not sure if same seller but this is really dissapointing,negative,general,general,tagasenti
sample_13454,"okay naman siya. kaso, may missing part dun sa pangkabit sa phone.. nhirapan pa akong i-assemble, sadyang kulang pala talaga ang parts. pero, working naman ung ringlight at pwede pa rin naman magamit yung phone handle kahit wala yung adjuster, pero iba pa rin sana f kumpleto. thanks!",positive,general,general,tagasenti
sample_13455,"Kanina pa yang sasakyan na nagpapatugtog ng ""Only Binay, only Binay..."" Nakakatuwa, nakakaganda ng weekend.",positive,general,general,tagasenti
sample_13456,oa sa laki hindi pwede sa small built na katawan super mukang hanger yung mag susuot kapag maliit ang katawan kung tutuusin maganda sana yung item kaso napakalaki talaga,neutral,general,general,tagasenti
sample_13457,love the color sana tumagal sana thanks seller,positive,general,general,tagasenti
sample_13458,"Natanggap ko ng maaga yung Chobits nang naka-pack ng maayos, bagaman gasgas ng onti yung Disc 2 pero nag-play naman; love ko talaga 'tong series!",positive,general,general,tagasenti
sample_13459,Bago ang pintura ng kotse kaya lang hindi pantay ang pagkakagawa.,neutral,general,general,tagasenti
sample_13460,Mirriam at the top! That's very acceptable seeing her above Roxas and Binay.,positive,general,general,tagasenti
sample_13461,Naaresto naman ang isa pang suspek na si Rene Batiancila na nahaharap sa kasong illegal possession of firearms sa Caloocan City.,positive,general,general,tagasenti
sample_13462,don’t even deserve 1 star!checked in kasi biglaan. poor in service. no elevator. (paid 500 because of menstrual leaked (tho natural naman) and ang dali lang naman labhan. over priced for hotel quality.,negative,general,general,tagasenti
sample_13463,Can't describe my pure admiration for Mar Roxas and Trillanes. Salute!,positive,general,general,tagasenti
sample_13464,"Si Binay parang gift that keeps on giving, pero marami pa rin nabubulagan.",neutral,general,general,tagasenti
sample_13465,May biro tungkol sa Halloween na magbibihis bilang si VP Binay at kukunin ang lunch money.,neutral,general,general,tagasenti
sample_13466,Si Binay nagpaganda ng makati gamit ang malinis at tapat na pondo.,positive,general,general,tagasenti
sample_13467,walang kwenta yung pinadala hindi man lang umabot sa 5h pesos yung worth ng item sana nman sa susunod kahit hindi jackpot at least aabot nman sa halaga,negative,general,general,tagasenti
sample_13468,May tumatawag kay Jake Ejercito upang palitan si Binay.,neutral,general,general,tagasenti
sample_13469,"Inakusahan ni Labendia ang mga opisyal ng lalawigan na nagsabwatan upang bumili ng ""emergency supplies"" na nagkakahalaga ng P16.1 milyon na hindi dumaan sa bidding.",negative,general,general,tagasenti
sample_13470,"""""Kami sa family we accept na all is in God's hands na,"" pahayag nito.""",positive,general,general,tagasenti
sample_13471,"Sa kabila nito, sinabi ni DOH Secretary Francisco Duque na walang dahilan para mag-panic ang publiko at kontrolado ng gobyerno ang sitwasyon.",positive,general,general,tagasenti
sample_13472,"Giingong gikikilan ni Oca si Garciso og P150,000 bugti sa pagsibug sa search warrant nga giingong gipangayo sa Philippine Drug Enforcement Agency.",negative,general,general,tagasenti
sample_13473,"Maging si Sen Richard Gordon, chairman ng Senate committee on suffrage, ay tutol na iurong ang ARMM elections at isabay sa 2010 presidential elections.",neutral,general,general,tagasenti
sample_13474,Why cant it be duterte for president and santiago for V.P?,neutral,general,general,tagasenti
sample_13475,maganda so for yung quality kaso lanh yung packaging di maayos nasira tuloy yung isang fan na binili ko durog box plus wala pa yung isang charger,neutral,general,general,tagasenti
sample_13476,Sinabi ng DOH na 165 lamang ang unang naitalang nasugatan dahil sa paputok nitong Miyerkules bago magpalit ng taon.,negative,general,general,tagasenti
sample_13477,mgnda po mggsthan ngbreregaluhan q thank u seller and ky kuya rider,positive,general,general,tagasenti
sample_13478,May bago na namang commercial campaign si Binay! Nakakatuwa!,positive,general,general,tagasenti
sample_13479,all black mejo maliit lang sa size 43 but the product is good,neutral,general,general,tagasenti
sample_13480,napakaganda naman ng sandal na to. hindi ako nagkamali sa pagbili tsaka mura pa sya kahit mababasa hindi masisira. thank you shoppee!,positive,general,general,tagasenti
sample_13481,wrong size! i order medium size large ang binigay!,negative,general,general,tagasenti
sample_13482,"Bago tuluyang magsara ang bangko, umalis ang gwardya para i-lock ang pinto.",neutral,general,general,tagasenti
sample_13483,kaya ko to binili para sa lola ko kase ganto dati cp nya samsung. pero bakit iba? iba ung home screen iba ung menu wala pang wallpaper. hindi tuloy alam ng lola ko pano gagamitin . iba ung nakuha ko kesa dun sa mga nakita ko sa reviews nakakadisappoint lang,negative,general,general,tagasenti
sample_13484,Nagdugok man ang loyalista ni Erap sa kilid sang dalanon para lamang ipakita ang hugot nga pagsuporta sa pagbisita sang anay lider sang pungsod.,positive,general,general,tagasenti
sample_13485,"Tinatayang 30,000 ang bilang ng mga Pilipino sa New Zealand.",neutral,general,general,tagasenti
sample_13486,Desisyon ng SC sa 'infomercials' pabor daw sa kandidatong may malaking pondo,negative,general,general,tagasenti
sample_13487,Si Mar Roxas yung classmate mong masipag at pumasa.,positive,general,general,tagasenti
sample_13488,Ang ad ni Binay ay gumagamit lamang ng background color imbes na mukha niya.,neutral,general,general,tagasenti
sample_13489,May akusasyon na nang-uuto si Binay para sa boto.,neutral,general,general,tagasenti
sample_13490,103 all good natry q na rin fast charger tlga xa natuwa c hubby q kya maganda rate q thank u seller sana laging ganyan uorder ulit aq para sa tatay q ganda nya tlga di xa pang 50,positive,general,general,tagasenti
sample_13491,akala ko mahangin sha parehas sa video at chaka hindi fit yung charger nya at ibang iba yung pic at chaka ang nakuha ko chaka yung package wlang ka ayus ayus,negative,general,general,tagasenti
sample_13492,"Masaya yung date, wala lang kami masyadong mapag-usapan.",negative,general,general,tagasenti
sample_13493,"May mga opinyon tungkol sa joke ni Duterte, MDS, Roxas, Poe, at Binay.",neutral,general,general,tagasenti
sample_13494,May tensyon sa pagitan ng mga supporters ni Roxas at Duterte.,neutral,general,general,tagasenti
sample_13495,"so bad pang 3rd ko nang order to pero now lang ako nadismaya, mali na yung kulay mali pa yung liter nya, 2l inorder ko na black pero ito yung dumating, sobrang nakaka dismaya talaga, naki order lang sakin yung bayaw ko",negative,general,general,tagasenti
sample_13496,Binay @ PH Biz con: Aquino admin promised much but delivered very little.,neutral,general,general,tagasenti
sample_13497,bkt ganon brand new ung item pero bkt faded ung kulay at my mga gasgas..,negative,general,general,tagasenti
sample_13498,"Visitation of VP Jejomar Binay, Sen. Gringo Honasan & Gov. David Jayjay Suarez, Quezon 1000 Days of Life and...",neutral,general,general,tagasenti
sample_13499,Walang paligoy-ligoy at diretsahan nilang tinugunan ang aking reklamo.,positive,general,general,tagasenti
sample_13500,sakto lang sa price ang quality hindi siya for heavy duty use pero if hindi ka masyado nagboboots pero gusto mo ng boots pede to,neutral,general,general,tagasenti
sample_13501,Correction: Kahit sinong president wag lang Roxas at Binay -.-,negative,general,general,tagasenti
sample_13502,"good so excited to use it kasi i really want it, good naman madaling uminit yung downside lang is mahina labas nang water sa shower, will buy another one nalang to replace sa mismong shower",positive,general,general,tagasenti
sample_13503,"Napakalambing ng boses mo tuwing may kailangan ka, sana araw-araw kang may hinihingi para mabait ka sa akin.",negative,general,general,tagasenti
sample_13504,good maganda siya yung mga design niya sobrang cute nila nagustuhan din ng pinsan ko well packed din tas bilis dumating salamat seller,positive,general,general,tagasenti
sample_13505,Tuwing nagkakaroon ng isyu ay hindi man lang siya nagpaparamdam.,negative,general,general,tagasenti
sample_13506,"mystery pouch recieved.. sobrang lapad. kaso d ako fan ng animé. pero still worth d try, baka mpagpaperahan pa. still happy customer. thank you!",positive,general,general,tagasenti
sample_13507,Inuwi sa Pilipinas ang kanilang mga labi noong nakaraang buwan.,negative,general,general,tagasenti
sample_13508,"Sa taas ng baha, lumubog na umano sa tubig ang mga maliliit na sasakyan.",negative,general,general,tagasenti
sample_13509,"items were delivered fast and were well packaged. ganda din ng itsura nung nakabit, di halata na wall paper lang. items were delivered fast and were well packaged. ganda din ng itsura nung nakabit, di halata na wall paper lang. items were delivered fast and were well packaged.",positive,general,general,tagasenti
sample_13510,Umihip ang malamig na hangin kaya nagsuot ako ng jacket kaso biglang uminit ang araw.,neutral,general,general,tagasenti
sample_13511,Ipinamigay ko na ang lumang Golden Books namin pero buti na lang at nakahanap ulit ako sa Amazon para ma-enjoy ng apo namin ngayon.,positive,general,general,tagasenti
sample_13512,Idinagdag ng opisyal na ang mga bagyo ay inaasahang dadaan sa Hilagang bahagi ng Luzon.,neutral,general,general,tagasenti
sample_13513,"Tatlong barko na kinalulunanan ng mga tauhan ng MBLT 8, Navy SEALS at mga pulis ng Palawan ang sumugod sa nabanggit na isla.",neutral,general,general,tagasenti
sample_13514,"Ayon sa isang opinyon, si VP Binay ay parang magnanakaw na dapat pag-ingatan.",neutral,general,general,tagasenti
sample_13515,Not for the little ones kahit the story na the the the small of that nung kinuha the book The in the girl that in the the copy at their time ko dati.,negative,general,general,tagasenti
sample_13516,worth it yung tent gamit na gamit and mura pa but the comforter and pillow super nipis so di ko ginagamit hehe but this tent is good thank you,positive,general,general,tagasenti
sample_13517,"Isang mensahe mula sa enthusiast, magandang gabay ito para sa lahat ng nagluluto. Maraming sikat na French dishes ngayon ang wala pa noon, kaya bible ito.",positive,general,general,tagasenti
sample_13518,"Sa lunes kapag lumabas sa resibo ko si Mar Roxas, magdiriwang ako dahil patunay ito ng malinis na halalan.",positive,general,general,tagasenti
sample_13519,"On a positive note, Mar Roxas will relieve himself from the stress of the demands of people who seem to be ungrateful for his sacrifices.",neutral,general,general,tagasenti
sample_13520,Sinira ng baha ang tulay papunta sa bayan.,neutral,general,general,tagasenti
sample_13521,Sinabi ni Panganiban na nais ng pamahalaan na matiyak na ang mga pinakamahihirap na pamilya ang makikinabang sa murang bigas.,positive,general,general,tagasenti
sample_13522,"Naglapana ang naka-orange sa Maynila. Akala ko si Binay, si Erap pala ang may kampanya pero wait may pinagkaiba ba?",neutral,general,general,tagasenti
sample_13523,bili na kayo walang scam o wow mali dito sa shop nato although ang tagal ng shipping 10 days kasi mindanao pa ang amin but still worth it ang waiting mo dito sis thank you sa nagdeliver ng earbuds talagang ingat kahit ginabi na sa pag deliver,positive,general,general,tagasenti
sample_13524,maayos ang pagdeliver on time okay yung product kaso may isa na merun damage,neutral,general,general,tagasenti
sample_13525,"May kritisismo na si Sen Grace Poe ay puro puso at walang utak, dahilan ng kahirapan.",neutral,general,general,tagasenti
sample_13526,Mura ang gulay sa palengke ngayon pero hindi na gaano sariwa ang iba.,neutral,general,general,tagasenti
sample_13527,May reaksyon na nakakairita ang ad ni Binay kahit madalas mapanood.,neutral,general,general,tagasenti
sample_13528,"bakit pag si Binay or si Dutirty manalo, wala nang traffic? So sino kandidato nyo?",neutral,general,general,tagasenti
sample_13529,Miriam o Duterte lang please. roxas sige lang humabol ka please,positive,general,general,tagasenti
sample_13530,"Matapos linisin ang filter, bumaba ang ingay ng aircon.",neutral,general,general,tagasenti
sample_13531,"oily but a little bit of watery grabe first time ko bumili sa shop na'to but they didn't disappoint me. napakabango ng cloud nila, sana pala 2 bottles na binili ko will buy again soon",positive,general,general,tagasenti
sample_13532,Bakit ba wala kayong pakialam kung makasagasa kayo ng karapatan ng ibang tao sa lipunan.,negative,general,general,tagasenti
sample_13533,"kakarecieved ko lng nung item, and wala namang elise panu ko kaya magagamit. check the item before sending it.",negative,general,general,tagasenti
sample_13534,"Sa kabila nito, tiniyak ng DFA na nasa maayos na kalagayan ang mga tripulanteng Pinoy taliwas sa pangamba na muli itong nakuha ng mga pirata.",positive,general,general,tagasenti
sample_13535,"thing is, you're framing the race between mar and binay which is not the reality on the ground.",neutral,general,general,tagasenti
sample_13536,"""Pagkatapos makisalamuha sa mga tagahanga, kumain si Pacquiao kasama ang mga kaibigan sa kalapit na Thai restaurant.""",positive,general,general,tagasenti
sample_13537,"Pinaagi sa EO 845, gibawi sa Pangulo ang price ceiling, nga gisundan dayon sa pagsaka sa mga presyo sa lana.",negative,general,general,tagasenti
sample_13538,Ikaw Na Ba: Panayam kay Mar Roxas (Ikatlong Bahagi),neutral,general,general,tagasenti
sample_13539,Wala ka ng pera. Ubos na kakabili ng artista.,negative,general,general,tagasenti
sample_13540,"Ayon sa provincial social worker na si Virgilita Guilaran, karamihan sa mga nananatili sa mga evacuation centers ay mga Maguindanaon Muslims.",negative,general,general,tagasenti
sample_13541,Namatay ang halaman nang hindi madiligan ng isang buwan.,neutral,general,general,tagasenti
sample_13542,"Yung nabili kong drill bit set ay okay sa kahoy, pero nung ginamit ko sa semento ay mabilis siyang napudpod agad.",neutral,general,general,tagasenti
sample_13543,"Papalitan na daw pangalan ng MRT.. Mar Roxas Transit, ang ganda ng bagong pangalan!",positive,general,general,tagasenti
sample_13544,"Cong Ronnie Cosalan of benguet, also LP. So tell me, which viterbo went for Binay? I know all the viterbos. And I've seen",neutral,general,general,tagasenti
sample_13545,very pretty thanks seller napakaganda lahat,positive,general,general,tagasenti
sample_13546,Ngunit pumalag si House Minority Leader Ronaldo Zamora (San Juan) dahil hindi napagbigyan ang kanilang kahilingan para mailipat sa ibang programa ang P83 bilyong pondo.,negative,general,general,tagasenti
sample_13547,received oks naman siya kaso lang hindi maayos packaging,neutral,general,general,tagasenti
sample_13548,"basta taga pasig at mandaluyong mga pogi at maganda yan diba boss angel? Mga taga makati kamukha ni Binay, ang galing!",positive,general,general,tagasenti
sample_13549,Hindi bagito sa public service ang ating pambato. (Photo from on Twitter),positive,general,general,tagasenti
sample_13550,"""""So far, high tide lang ang sanhi ng pagbaha sa Hagonoy at Obando,"""" ani Raul Agustin ng PDCO.""""",neutral,general,general,tagasenti
sample_13551,"May nagsabi na ayaw nila kina Mar Roxas at Binay, at mas gusto si Miriam.",neutral,general,general,tagasenti
sample_13552,thank you mam kahit matagak dumating order k maganda naman ang quality sana next time mas maaga naman kasi ngayon umabot ng 13 days bagi ko na recieve,positive,general,general,tagasenti
sample_13553,"very good items received.. ang cute, napakacolorful at ang gaganda ng design. thanks seller",positive,general,general,tagasenti
sample_13554,Ang ganda ng Pilipinas kapag si Poe at Duterte ang nagtutulungan.,positive,general,general,tagasenti
sample_13555,"Sa Iloilo, magasugod ang eklipse 8: 44 a.m. tubtub 11:03 a.m., apang depende ini sa mangin panyempo.",neutral,general,general,tagasenti
sample_13556,"2nd time to order. maayos yung una.. ngayon po mali yung color na binigay.. same tuloy nung dati kong order. fast delivery kaso nga lang mali kulay.green purle dapat naging blue purple..anyway, thankyou seller and shopee.",positive,general,general,tagasenti
sample_13557,Hindi niya matatanggal ang glare ng araw pero pinoprotektahan niya ang lens at ang ganda rin ng presyo kaya swak ito para sa inyo.,positive,general,general,tagasenti
sample_13558,so far okay naman sya maganda yung item thank you kay seller magugustuhan to ng kaibigan ko,positive,general,general,tagasenti
sample_13559,"Ang grupo rin umano ni Parad ang nasa likod ng pagdukot sa negosyanteng si Maria Rosalie Lao, 58, sa Jolo nitong kaagahan ng 2008.",negative,general,general,tagasenti
sample_13560,okay naman yung item mabilis dumating kaso yung glue di masyadong madikit kung sa ganda ng fake nails recommended ito for me lalo na kung mataas expectation mo sa item na to sayang lang nawala yung isa kong nail hahahaha di ko na tuloy alam kung saan nahulog bagay sa maputi,neutral,general,general,tagasenti
sample_13561,"Maganda itong bilhin para iwas chemicals. Kahit nagkaka-stain siya katagalan, masaya pa rin ako at bibili ulit dahil sa great value nito.",positive,general,general,tagasenti
sample_13562,Michael Valdez nang barilin siya ng dalawang suspek sa Country Estate Hotel na makikita sa bayan ng Tumauini.,negative,general,general,tagasenti
sample_13563,"""That is an implied denial. (The motion) is not meritorious. I can decide to deny or to defer action against it,"" ayon kay Roxas.",neutral,general,general,tagasenti
sample_13564,maganda naman po magaan lang den sya sa paa thank you seller,positive,general,general,tagasenti
sample_13565,di nagamit matagal dumatimg tas defective pa ang item. ayaw din mag refund ng seller. pag nag chat ka na ayaw gumana ng isang side mag sesend lang ng instruction. kahit naman sundin mo yung instructuin kung defective di talaga gagana.,negative,general,general,tagasenti
sample_13566,thank you so much seller sobrang bilis...good quality and ang ganda tlga super satisfied aqorder aq ulit sana my big discount...thank you thank you seller were very very satisfied,positive,general,general,tagasenti
sample_13567,"i guess, ang purpose ng stickers ay pang takip ng gasgas. but over all the quality is good.",positive,general,general,tagasenti
sample_13568,"sana kung may gasgas at unpleasant visible stain or marks huwag ng isend sa buyer 2l ang inorder ko, 1l ang dumating.. nakakalungkot experience ko sa seller na ito",negative,general,general,tagasenti
sample_13569,thank you ulitkumpleto pa din mga order ko ang gaganda kaya dito na kayo magsipag order madaming product sa store nila,positive,general,general,tagasenti
sample_13570,Why didn't you shield your own son from the temptations in Makati? Shame on you!,negative,general,general,tagasenti
sample_13571,is this a tweet abt Binay? Or Pnoy? Or the rest of the boot-licking shit-faced people that the Filipinos elected as 'leaders',negative,general,general,tagasenti
