id,text,sentiment,relevance,evaluation_type,source,split_id
candidate_3821,kala ko nasa mcdo pa kayo. Pumunta pa ako dun. Mala Binay na balat ko.,neutral,general,general,tagasenti,train_18063
candidate_3109,maliit yung isa yung puti tas my stain pa sadyang inilalim pa pra d agad makita ok nmn sya kaso lng isinama prin ang my mantsa,negative,general,general,tagasenti,train_18064
candidate_8986,mahina yung hanging ibinubuga maingay stained makapal yung bubble wrap which makes the product more secured the issue is mahina yung ibinubuga niyang hangin i thought naka number 1 lang pero mahina pa rin kahit number 3 na mas malakas pa yung paypay ko for aesthetic purposes lang talaga siya lol,neutral,general,general,tagasenti,train_18065
candidate_16403,maganda ang mga tela super nice hindi mukhang mura lang i think order ako ulet salamat seller,positive,general,general,tagasenti,train_18066
candidate_18338,"Galawan desperado na ba Mar Roxas?! Nasaan yung tapang mo? Makikipagtulungan ka pa kay Poe, grabe yon! ? Kawawa ?",negative,general,general,tagasenti,train_18067
candidate_4958,Di magtataka yung mga tao eh. The one of us mentality.,neutral,general,general,tagasenti,train_18068
candidate_34414,Nililinaw ko lang na ang pagiging tahimik ko ay dahil nagfo-focus ako at hindi dahil may dinaramdam ako.,neutral,general,general,tagasenti,train_18069
candidate_11587,"""Karangalan ko rin na magdala ng flag sa Olympics,"" idinagdag niya.",positive,general,general,tagasenti,train_18070
candidate_34745,Sadyang magaan ang kamay niya sa pagtulong kaya mabilis natatapos ang mga gawain sa kusina.,positive,general,general,tagasenti,train_18071
candidate_668,super nice saktong saka sa baby ko thank you so much seller,positive,general,general,tagasenti,train_18072
candidate_13500,"Maganda ang kampanya ni Grace Poe, walang katotohanan ang akusasyon.",positive,general,general,tagasenti,train_18073
candidate_6023,Idinagdag ni Valdez na inamin umano ni Escosa na si Bantillan ang unang humalay kay Milagros at sumunod sina Escosa at Gordo.,negative,general,general,tagasenti,train_18074
candidate_27231,thankyou so much maganda mali lang ako siguro ng selsct ng inches kasi maliit pero thankyou mabilis na ideliver,positive,general,general,tagasenti,train_18075
candidate_19001,Gustong-gusto ko bilhin ang sapatos na ito ngunit ang bigat sa bulsa.,neutral,general,general,tagasenti,train_18076
candidate_1304,Nag-apong gayud sa ilang mga telebisyon ang kadaghanan aron makita ang away ni Manny.,positive,general,general,tagasenti,train_18077
candidate_19946,Nag-back up sana ako ng files kahapon.,negative,general,general,tagasenti,train_18078
candidate_33626,Naisama ako sa listahan ng mga makakatanggap ng libreng medical checkup.,positive,general,general,tagasenti,train_18079
candidate_29090,"Lupit ng ayos ng handwriting mo, parang kinahig ng manok na may sakit.",negative,general,general,tagasenti,train_18080
candidate_13293,"Bukod kay Eugenio, dalawang tao umano ang nadakip ng pulisya sa Brgy MS Garcia noong nakaraang linggo dahil din sa pagbebenta ng shabu.",positive,general,general,tagasenti,train_18081
candidate_3333,"May nagsasabi na kung manalo si Binay, maghihirap ang Pilipinas.",neutral,general,general,tagasenti,train_18082
candidate_30626,"Hindi naman sa ayaw kong dumalo, sadyang wala lang akong bakanteng oras bukas.",neutral,general,general,tagasenti,train_18083
candidate_7199,"""""""Ang natitira na issue ang VFA, constitutionality at yung liability ng lawyers ni Smith,"""" ayon kay Ursua.""",neutral,general,general,tagasenti,train_18084
candidate_32100,Hindi pwedeng hindi tayo mag-celebrate pagkatapos ng malaking tagumpay na ito.,positive,general,general,tagasenti,train_18085
candidate_19141,One need not be an astute political scientist to predict the certain victory of Mar Roxas in 2016 Elections. The stars have spoken!,positive,general,general,tagasenti,train_18086
candidate_13058,"Hi, Rep. Loook this! ?? Dehado si VP Binay. ?",neutral,general,general,tagasenti,train_18087
candidate_31822,Ilista sa tubig mo na lang ang ibinigay mong suporta kung ayaw niyang tanawin itong utang na loob.,negative,general,general,tagasenti,train_18088
candidate_17372,wag kayong bibili dto please lang kung ayw nyo masayang pera nyo. madaming hidden issue. sana nag inform sa description na pang wifi lng. di sulit. wag kayo bibili please please please pleeeeeeeeaaaaasssee.,negative,general,general,tagasenti,train_18089
candidate_24263,the taste is good and yummy however ang order ko yung chicken bucket the cashier ask me kung original lahat and i say yes pero nung binuksan ko na may kasamang spicy so di makain ng kids i ordered also the asorted biscuits and good thing it is buy 1,neutral,general,general,tagasenti,train_18090
candidate_12234,"Nakakatuwa yung 'pandak, nognog thingy' ni Binay, ang positive ng vibes!",positive,general,general,tagasenti,train_18091
candidate_17998,"iba ang binigay tried contacting you pero patay malisya kayo, okay naman send nio sa iba bat yung saken anlayo ng mga nasa picture",negative,general,general,tagasenti,train_18092
candidate_4317,Ito ang pinakapangit na librong nabasa ko kailanman. Wag niyo nang sayangin ang pera at oras ninyo rito dahil malaking pagkadismaya lang ang makukuha ninyo.,negative,general,general,tagasenti,train_18093
candidate_34334,"Nililinaw ko lang na ang feedback na ito ay para sa proseso, hindi para atakihin ang pagkatao mo.",neutral,general,general,tagasenti,train_18094
candidate_20437,"Sakto allowance ko, wala nang natitira pang-save.",negative,general,general,tagasenti,train_18095
candidate_26938,di masyado kasi na itry ko sa dry lips ko ok naman pero parang 10 minutes lang nag dadry rin sya.,positive,general,general,tagasenti,train_18096
candidate_33200,"Pumunta ako sa salon para mag-relax, puro tsismis ng mga empleyado ang narinig ko.",negative,general,general,tagasenti,train_18097
candidate_34418,"Just to set the record straight, ako ang unang nag-propose ng ideyang iyon noong nakaraang buwan pa.",neutral,general,general,tagasenti,train_18098
candidate_18320,"Bilang isang baguhan, malaking bagay na hindi nila ako pinagtawanan sa mga tanong ko.",positive,general,general,tagasenti,train_18099
candidate_2935,"""Ayon kay Cruz ang pagdating ni ""Crising,"" ay indikasyon ng patapos na ang panahon ng ""summer.""""",neutral,general,general,tagasenti,train_18100
candidate_23996,Idinagdag ni Escudero na nahihirapang masugpo ang smuggling sa bansa dahil sa kakulangan ng ebidensya at sabwatan ng mga opisyal at tauhan ng BOC.,negative,general,general,tagasenti,train_18101
candidate_25504,"Kinansela niyo yung booking ko nang walang notice, ang galing niyo naman gumawa ng surprise para sa bakasyon ko.",negative,general,general,tagasenti,train_18102
candidate_25573,Ano bang silbi ng warranty kung di niyo rin naman aayusin nang libre ang sira ng binili ko sa inyo.,negative,general,general,tagasenti,train_18103
candidate_29965,Nawala ang pamumula ng mata ko mula kahapon.,positive,general,general,tagasenti,train_18104
candidate_8885,napakagamit lalo na sa brown out pangmatagalan rin ang fan at light npakaganda ang lakas ng light follow lng instruction delivery no broken parts,positive,general,general,tagasenti,train_18105
candidate_6315,thank you i received my order today i loved it thank you po sa shop sna lahat ng shop ay gnyan qng magdeliver sa mga customer what they order the same when they receive again thank u satisfied costumer here,positive,general,general,tagasenti,train_18106
candidate_30415,Wala akong pakialam kung hindi mo sinasadya dahil hindi noon mababago na wala nang pakinabang ang nasira mong makina.,negative,general,general,tagasenti,train_18107
candidate_18289,"Ang mga labi umano ni Perez ang pinakahuling nakita sa pinagbagsakan ng helicopter, ayon kay Torres.",negative,general,general,tagasenti,train_18108
candidate_29974,Naayos ng mekaniko ang preno ng motor ko bago ako bumyahe.,positive,general,general,tagasenti,train_18109
candidate_2255,"Sa panayam ng dzBB radio, tiniyak ni ERC chairperson Zenaida Ducut na magiging indepedyente ito sa pagpapatupad ng kanyang tungkulin.",positive,general,general,tagasenti,train_18110
candidate_12930,I will definitely not vote for Binay a big NO ?,negative,general,general,tagasenti,train_18111
candidate_4257,ang ganda ng quality ng bra dito tlga ako n shop bumibili ng mga mgagandang mga items salamat po sa shop na ito god bless you,positive,general,general,tagasenti,train_18112
candidate_15386,Nakikita ko ang commercial ni Binay sa TV.,neutral,general,general,tagasenti,train_18113
candidate_20794,Laging naghahang ang computer na binili ko kaya walang natatapos na trabaho tuwing gumagamit nito.,negative,general,general,tagasenti,train_18114
candidate_6524,Nognog term is indiscriminately coined before Binay's definition. Paghamak for those less and underprivileged. It's misnomer!,neutral,general,general,tagasenti,train_18115
candidate_31477,Magaan ang kamay ng masahista kaya nawala agad ang aking pagod.,positive,general,general,tagasenti,train_18116
candidate_26060,100 100 thank you seller order received medyo matagal nga lang dumating salamat sa suki ko na rider very kind,positive,general,general,tagasenti,train_18117
candidate_157,Maganda sana ang presyo pero hindi magkasya ang adapter sa hose ng aking standard kenmore 18 inch portable dishwasher dahil masyado itong malaki.,negative,general,general,tagasenti,train_18118
candidate_19129,"Kahit punong-puno ng tao ang lugar, imposibleng makaramdam ka ng inis dahil organisado ang daloy.",positive,general,general,tagasenti,train_18119
candidate_16754,not worth it sira po ang binigay tapos unaccommodating ang seller sabi lang eh return eh kung malaki magagastos pa pag binalik pa nu ga yun kung ayos sana ang binigay in the first place edi wala problema dapat kasi chineck muna bago ideliver para wala problema,negative,general,general,tagasenti,train_18120
candidate_18157,okay naman ang item kaso may dents onti sa tripod then yung ballhead ayaw gumana yung seller ayaw mag response naglagay ako ng mark na please check and test the item before you shipped out pero wala hindi ata chineck thank you,neutral,general,general,tagasenti,train_18121
candidate_6305,maganda naman wrong color lang order ko blue orange dumating pink blue ayaw tuloy gamitin ng kapatid kong lalaki at may color pink next time wag na sana maulit di baleng matagalan basta tama ang idedeliver nyo wag nyo madaliin kung hnd naman tugma sa order tnx,negative,general,general,tagasenti,train_18122
candidate_29793,Ang daming insekto na nakadikit sa salamin ng bintana dahil sa bukas na ilaw sa buong gabi.,negative,general,general,tagasenti,train_18123
candidate_34054,I-type ang iyong password sa login screen.,neutral,general,general,tagasenti,train_18124
candidate_9108,"yung remote akala ko 44 keys hindi pala, wala ring color white sa lights. may free battery yung remote, well-packed din. thank you.",positive,general,general,tagasenti,train_18125
candidate_16871,Saan ba maaaring ipa-laminate ang mga dokumentong ito?,neutral,general,general,tagasenti,train_18126
candidate_33898,Kulay abo ang ulap bago umulan.,neutral,general,general,tagasenti,train_18127
candidate_7060,Nangangamba rin umano ang senador sa masamang impresyon na idudulot ng desisyon ni komite ni Lacson sa pananaw ng publiko.,negative,general,general,tagasenti,train_18128
candidate_10129,"Mar Roxas in the house. I don't know, but seeing him feels so wrong?",negative,general,general,tagasenti,train_18129
candidate_27980,the nails are very pretty delivery is quite fast overall it s a falcon,positive,general,general,tagasenti,train_18130
candidate_24624,"Naku, naku, naku. Pag pinalad si Inang Kalikasan, uunlad ang lahat... maging Hello Binay!",positive,general,general,tagasenti,train_18131
candidate_34373,I just want to clarify na yung binigay kong sagot ay base lang sa pagkakaintindi ko sa tanong.,neutral,general,general,tagasenti,train_18132
candidate_30585,"Wala namang batas na hindi nagbabago paglipas ng panahon, pero sa ngayon ay wala pa tayong balita kung hindi na ipapatupad ang nakasanayang patakaran.",neutral,general,general,tagasenti,train_18133
candidate_23545,maganda xa kaso ibang size pina delivered sa akin. 2l order ko pinadala 1 l lang..,positive,general,general,tagasenti,train_18134
candidate_2272,Miyembro rin ito at auditor ng National Union of Journalists in the Philippines (NUJP) sa Roxas City chapter.,neutral,general,general,tagasenti,train_18135
candidate_6124,Halatang walang alam ang technician nila dahil lalo lang lumala ang sira ng TV namin pagkatapos niyang galawin.,negative,general,general,tagasenti,train_18136
candidate_4170,please double the bubble wrap may dents yung outer layer ng wallpaper dahil hindi careful ang pag handle ng courier sa dulong roll ng wallpaper puro lukot na sayang hindi magamit 3 stars overall,neutral,general,general,tagasenti,train_18137
candidate_18577,yung iba hindi pantay ang tip at need ifile kaso kapag finile mo nasisira naman yung design so magtiis ka kung maganda pero iritable sa feeling o komportable pero sira yung design. yung iba masyado malambot kaya nasisira agad. may bubble yung iba kahit bagi mo idikit,negative,general,general,tagasenti,train_18138
candidate_30883,"Pwede na rin sigurong tanggapin ang alok niya, hindi naman sa sobrang taas, tamang-tama lang.",neutral,general,general,tagasenti,train_18139
candidate_12761,good smooth and matte tlga cya ok ang lipstick dilang bagay sakin pero diyun kasalanan ng lipstick,positive,general,general,tagasenti,train_18140
candidate_17832,"Bukod kay Teodoro, nagpahayag din si Nacionalista Party presidential bet Sen Manny Villar ng pagtutol sa inilalakong manifesto na suportado ng Liberal Party.",neutral,general,general,tagasenti,train_18141
candidate_27720,Halos tanang mga hotel sa Davao City fully-booked atol sa pagpatigayon sa ika-24 nga kasaulugan sa Kadayawan Festival gikan niadtong petsa-17 hangtud 22 sa Agusto.,positive,general,general,tagasenti,train_18142
candidate_17383,salamat po khit gavi na nadeliver parin yung order ko ..salamat din po sa rider na mabait kc bumalik pa xa kht gabi na para lng maideliver yung order ko ..,positive,general,general,tagasenti,train_18143
candidate_19900,"good mabilis ang dating at maayos ang pagkabalot, ang ganda ng item sulitbna sulit sa price ang mura lang mauulit ulit sa pag-order nxttym, 100% legit, buyla na kayo.",positive,general,general,tagasenti,train_18144
candidate_14003,"pag si mar roxas naman, mapupunta ka sa tuwid na daan, pero di mo alam kung papunta saan. ? oha rhyme!",negative,general,general,tagasenti,train_18145
candidate_32953,"Hindi naman sa iniiwasan ko siya, medyo heavy lang talaga yung vibes niya lately kaya dumidistansya muna ako.",negative,general,general,tagasenti,train_18146
candidate_8563,10 10 ganda nya sa lips un nga lng kala q may libreng pang pahid ung prang kutsara wla pala pero oky lng ang gnda oorder ulet aq next time thankyou seller,positive,general,general,tagasenti,train_18147
candidate_30023,Nakalampas ako sa panel defense natin kanina.,positive,general,general,tagasenti,train_18148
candidate_28034,Isang abiso ang inilagay sa bulletin board tungkol sa kuryente.,neutral,general,general,tagasenti,train_18149
candidate_12015,"Sinabi ni Press Secretary Jesus Dureza na aalamin sa imbestigasyon ang tunay na kwento sa nasabing insidente sa Datu Piang, Maguindanao noong Lunes.",neutral,general,general,tagasenti,train_18150
candidate_4560,Can't describe my pure hatred against Mar Roxas and Trillanes. Death note please,negative,general,general,tagasenti,train_18151
candidate_1109,May mga nagsusulong kay Mar Roxas at Leni Robredo sa publiko.,neutral,general,general,tagasenti,train_18152
candidate_6925,Ipinagbunyi ni Sotto ang desisyon ni Borreta na malaking tagumpay umano sa kampanya ng pamahalaan laban sa ilegal na droga.,positive,general,general,tagasenti,train_18153
candidate_32379,Buti pa aso mo marunong sumunod sa utos pero ikaw laging pasaway sa boss.,negative,general,general,tagasenti,train_18154
candidate_6631,"Tinukoy ng DOH ang tatlong barangay sa lungsod na may pinakamaraming kaso ng dengue ay ang Sto. Nino, Arevalo; San Juan, Molo at Veterans Village.",negative,general,general,tagasenti,train_18155
candidate_16838,Binay: Milyon milyon ang hindi makahanap ng trabaho. Laganap ang pinagbabawal na gamot.,neutral,general,general,tagasenti,train_18156
candidate_22091,Natutuwa ako sa campaign advertisements ni Mar Roxas.,positive,general,general,tagasenti,train_18157
candidate_7322,"Hindi si Mar, hindi si Grace, hindi si Binay. Kundi daya.",negative,general,general,tagasenti,train_18158
candidate_2704,maganda sya mascara and the beauty blender kaso yung sa eye liner parang tuyo,neutral,general,general,tagasenti,train_18159
candidate_27853,3 stars lang muna sa ngayon kase yung remote chinese chinese di maintindihan haha nag search na lang ako sa google ng kaparehas para may ma compare ran anyway babaguhin ko yung rate ko kapag tumagal sya ng 1 week,neutral,general,general,tagasenti,train_18160
candidate_5061,"Binili ko itong ring light para sa vlogging, maliwanag naman kaso medyo wobbly yung stand kapag inikot mo yung camera.",neutral,general,general,tagasenti,train_18161
candidate_9287,"Ha? Feb 9 start? e sawa na nga ako sa tv ad ni Binay, Roxas, at Poe eh. ?",negative,general,general,tagasenti,train_18162
candidate_19410,affordable oo pero hindi sya long lasting at hindi sobrang bango actually pag ini spray mo sya amoy alcohol i swear akala ko accurate yung mga nasa reviews pero hindi naman siguro aabot ng mga 10 spray bago lumabas yung scent ng perfume regarding sa packaging sobrang secured naman,neutral,general,general,tagasenti,train_18163
candidate_5311,okay naman sana dahil affordable siya for a ringlight kaso napakanipis naman ng packaging. nabasa siya hanggang loob at yung karton ng mismong ring light ay nalusaw na at punit punit yung sa stand.,positive,general,general,tagasenti,train_18164
candidate_31503,Ipinakita niya na busilak ang puso niya nang iligtas niya ang pusa mula sa sunog.,positive,general,general,tagasenti,train_18165
candidate_22019,i ordered a blue transparent one but you gave me a violet green hindi ko na lang pinareturn kase nakakaaksaya ng oras hmm okay naman siya though but still 3 stars only because of the color thank you,neutral,general,general,tagasenti,train_18166
candidate_9786,"Natagpuan nitong Lunes ang ulo ni Gabriel Canizares, principal ng Kanague Elementary School na nakabalot sa plastic bag sa isang gasoline station sa Jolo.",negative,general,general,tagasenti,train_18167
candidate_28862,"Ibang klase kang umunawa, sarili mo lang palagi ang iniintindi mo.",negative,general,general,tagasenti,train_18168
candidate_7491,0/10 disapointed in this item. matagal mag init,negative,general,general,tagasenti,train_18169
candidate_34225,"Hindi sa hindi ako sanay sa ganitong klima, naninibago lang ang katawan ko ngayon.",neutral,general,general,tagasenti,train_18170
candidate_10475,Gumagana yung extension cord nang maayos sa TV at electric fan kaso sobrang nipis ng wire kaya natatakot akong isaksak yung plantsa.,neutral,general,general,tagasenti,train_18171
candidate_5444,Nakakawalang-gana na kumuha ng insurance dito kasi walang tulong kapag kailangan mo nang mag-claim.,negative,general,general,tagasenti,train_18172
candidate_24761,well packaged! maganda sana kaso pagka bukas po ang baho kasi basa pala sya tapos may yellow stain na rin yong higaan at yong mosquito net is may itim2 na gilid,negative,general,general,tagasenti,train_18173
candidate_16131,"good for its price ayos naman po for its price, yung isa hindi naman gumagana yung right side, pero ayos naman. naka sealed naman when delivered",positive,general,general,tagasenti,train_18174
candidate_11922,salamat cottony po siya nagustuhan ng anak ko ang lambot suotin salamat kay seller mabilis din dumating thank you din kay rider,positive,general,general,tagasenti,train_18175
candidate_17815,"wrong color i ordered caramel but instead gray dumating sakin, di man lang nag pm or nagpaalam muna si seller na papalitan niya kulay, basta shinipped nalang agad.",negative,general,general,tagasenti,train_18176
candidate_17344,"Badtrip ka na nga, naririnig mo pa ang campaign tv ad ni VP Binay sa tv.",negative,general,general,tagasenti,train_18177
candidate_31773,Nahuli sa CCTV ang taong makati ang kamay sa loob ng bangko.,negative,general,general,tagasenti,train_18178
candidate_25620,"Dear Mar Roxas, salamat sa pagtanggap ng responsibilidad sa amin!",positive,general,general,tagasenti,train_18179
candidate_8683,I'm a responsible Filipino and I will not vote for Mar Roxas. Wala kang mauuto. Di ka mananalo!,negative,general,general,tagasenti,train_18180
candidate_18981,"Binay: Kailangan natin ng isang pangulong di nagtatago, gaya ng Mamasapano, di naninisi at di nalilito sa panahon ng krisis",positive,general,general,tagasenti,train_18181
candidate_8515,nakakainis ky0 ang panget nang kulay nang manga pinadlang mejas at ung isa dipa mag kapareho next time paki check ny0 mbuti sayang pera eh,negative,general,general,tagasenti,train_18182
candidate_20262,good quality nagustuhan ko talaga hindi ako nabigo mg order nito satisfy po talaga ako,positive,general,general,tagasenti,train_18183
candidate_33083,"To be fair, kahit ano namang ruta ang daanan natin ay parehong traffic kaya kahit saan na lang.",neutral,general,general,tagasenti,train_18184
candidate_6160,this is my second time to order sa shop na to thank u so much maganda po ung mga fake nails and hindi ko pa natry ung nail glue nila ung nail jelly glue lng maraming salamat po,positive,general,general,tagasenti,train_18185
candidate_1615,narecieve ko agad ang bilis tlga process ng jnt tska ni seller kaso yon facemask kulay white lng png boy yon pinili ko eh pero dumating plain n white pero okay nmn lhat well package,positive,general,general,tagasenti,train_18186
candidate_4023,Mar Roxas and Binay had a great debate! Galing nila.,positive,general,general,tagasenti,train_18187
candidate_13687,"Magaling si Mark, nahihirapan lang siyang makinig sa iba.",negative,general,general,tagasenti,train_18188
candidate_27110,Si Wallace ang pinili ni Peck at naging first-runner up si Pascual.,neutral,general,general,tagasenti,train_18189
candidate_21441,"""(It is) expected to enter Philippine area of responsibility either tonight or tomorrow morning,"" babala ni Nilo sa posibleng panibagong bagyo na papangalanang ""Pepeng.""",neutral,general,general,tagasenti,train_18190
candidate_4510,Napakabilis ng shipping ng order ko kahit pa umabot ng Alaska at talagang excellent quality ang product na ito tulad ng nakalagay sa advertisement.,positive,general,general,tagasenti,train_18191
candidate_23395,gandaaa basta post ni idol ko yan sana lagi kang active ah para my likekana my comment kapa,positive,general,general,tagasenti,train_18192
candidate_7302,Ito ang pinakapangit na pelikulang napanood ko! Hindi ko maintindihan kung bakit may nagugustuhan ito; dapat binaon na lang sa limot itong malaking failure na ito!,negative,general,general,tagasenti,train_18193
candidate_25612,Paborito ko si Dan Tapscott pero nakakadismaya ang librong ito dahil karamihan sa mga articles niya ay lumang-luma na para sa internet world ngayon.,negative,general,general,tagasenti,train_18194
candidate_2488,POE: Permanenteng trabaho / pagkain sa bawat lamesa / kababaihan hindi dapat maliitin,positive,general,general,tagasenti,train_18195
candidate_16001,super ganda ng product! pero di ko nagustuhan service ng shoppee express!! thank you seller! ang ganda ng mystery pouch ko! one piece!!,positive,general,general,tagasenti,train_18196
candidate_2123,Para saan ba ang dagdag na singil na nakikita ko sa bill?,neutral,general,general,tagasenti,train_18197
candidate_3376,no battery included.hndi gumagana yung fan. at mirror.,positive,general,general,tagasenti,train_18198
candidate_27894,Umaalog yung monitor stand pag mabilis akong mag-type.,negative,general,general,tagasenti,train_18199
candidate_10208,ok ok po yung water bottle na inorder kaso may damage ang isang water bottle sayang pang christmas gift sana.,positive,general,general,tagasenti,train_18200
candidate_14898,ok nmn yung fan hehe tas medyo matagal lang dumating kase pre order pa pala mga 2weeks din pero ok nmn yung item may level din ng lakas ung fan,neutral,general,general,tagasenti,train_18201
candidate_16119,Posibleng umanong ipatupad ang bagong polisiya ng pamahalaan sa pagharap sa A(H1N1) sa susunod na linggo.,neutral,general,general,tagasenti,train_18202
candidate_11044,"""Write down in a memorandum all provisions that have to be amended if we are to implement the MOA,"" ayon kay Carpio.",neutral,general,general,tagasenti,train_18203
candidate_13124,"Bukod pa rito, wala umanong matibay na ebidensya na kayang pigilin ng paggamit ng condom ang pagkalat ng sakit.",negative,general,general,tagasenti,train_18204
candidate_359,Dati pa kitang pinagsabihan na hindi ligtas dumaan sa kalyeng iyan kapag gabi.,negative,general,general,tagasenti,train_18205
candidate_21769,Sana man lang nag-abiso sila na wala na palang stock bago ako nagbayad sa cashier.,negative,general,general,tagasenti,train_18206
candidate_19270,Tumaas ang singil sa tubig ngayong buwan.,neutral,general,general,tagasenti,train_18207
candidate_6830,Sa bawat araw na ginagamit ko ito ay palaging may bagong sira na lumilitaw at di ko alam bakit napakarupok.,negative,general,general,tagasenti,train_18208
candidate_15853,very poor akala ko pouch pero hindi fake yan wag kayo oorder dito halagang 99 sticker lng binigay grabe,negative,general,general,tagasenti,train_18209
candidate_24878,Tiniyak ni Garcia na magtatrabaho ng husto ang One Cebu para maipanalo ang lahat ng dala nilang kandidato sa nasyunal.,neutral,general,general,tagasenti,train_18210
candidate_29885,Natapos din ang pila sa terminal ng bus.,positive,general,general,tagasenti,train_18211
candidate_33310,"Kinapa ko yung bulsa ko kung saan nakalagay yung singsing na ibibigay ko sana, wala na roon.",negative,general,general,tagasenti,train_18212
candidate_25416,complete order arrived so far gumagana naman siya kaso nga lang hindi secured pagkakabalot mabuti nalang at wala siyang yupi thank you seller at sa rider na nagdeliver godbless,neutral,general,general,tagasenti,train_18213
candidate_10440,Siguro hindi lang nagtugma ang mga schedule natin ngayong araw.,neutral,general,general,tagasenti,train_18214
candidate_18347,Ito na ba ang huling hakbang ni Roxas kay Poe? May pangamba silang makulong.,neutral,general,general,tagasenti,train_18215
candidate_7577,maganda design but poor packaging wala man lang bubble wrap and hndi mataas sensitivity ang hirap gamitin,neutral,general,general,tagasenti,train_18216
candidate_21071,thank you flexible sea kaso ndi waterproof perfect parin,positive,general,general,tagasenti,train_18217
candidate_21242,Halos maiyak ako sa pasasalamat dahil wala silang siningil na dagdag na bayad sa pag-aayos ng tubo.,positive,general,general,tagasenti,train_18218
candidate_20198,MANILA - Nanghihinayang ang ilang kongresista sa nangyayaring bangayan sa Senado dahil sa naaksayang panahon sa pamumulitika sa halip na tutukan ang problema ng bansa.,negative,general,general,tagasenti,train_18219
candidate_11662,"Pwede na ending ng series, umaasa ako sa mas malaking twist.",negative,general,general,tagasenti,train_18220
candidate_26151,Planong boykot ng ilang senador sa SONA makasasama sa RP,negative,general,general,tagasenti,train_18221
candidate_29510,Sobra ang lakas ng ulan at hangin na pumasok mula sa naiwang bukas na bintana.,negative,general,general,tagasenti,train_18222
candidate_9302,sira ang power adapter bibili pa ako,neutral,general,general,tagasenti,train_18223
candidate_15273,"Naigo ang biktima sa likod, daw indi naman siya magpati nga ang panahon mainit apang mangilat pa sang todo kag sa ila pa nag-igo.",negative,general,general,tagasenti,train_18224
candidate_2133,Wala nang puwang sa grupo ang mga miyembro na hindi marunong sumunod sa mga napagkasunduan.,negative,general,general,tagasenti,train_18225
candidate_23091,"Sinusuportahan ka namin Binay, ipagmalaki mo ang mga nagawa mo sa bansa.",positive,general,general,tagasenti,train_18226
candidate_2132,ganda ang cute sa baby order na kayo dito di kayo bibiguin,positive,general,general,tagasenti,train_18227
candidate_30561,"Hindi naman sa hindi ako naniniwala sa multo, wala lang talaga akong karanasan kaya hindi ko alam kung hindi ba gawa-gawa lang iyon ng isip.",neutral,general,general,tagasenti,train_18228
candidate_5673,kala ko ba fit to sa lahat pota hindi naman fit sa gas stove namin 2 pa naman binili ko,negative,general,general,tagasenti,train_18229
candidate_5767,subrang ganda nya nakaka comfy dumagdag pa iyung mag che change sya ng color double purpose talaga,positive,general,general,tagasenti,train_18230
candidate_18383,i hope ok cya kc png change gift ng anak q yan ska nakakainis yun ngdliver ngmmadali kloka,neutral,general,general,tagasenti,train_18231
candidate_34391,"Gusto ko lang linawin na hindi ako nagdadahilan, sinasabi ko lang ang totoong nangyari kanina.",neutral,general,general,tagasenti,train_18232
candidate_28651,"Salamat sa malasakit mo sa kalusugan ko, stress ang dinudulot mo araw-araw sa sistema ko.",negative,general,general,tagasenti,train_18233
candidate_17537,"May mga pumupuna kay Binay, sinasabing siya ay nognog, pandak, at may akusasyon ng pagnanakaw.",neutral,general,general,tagasenti,train_18234
candidate_9920,"ang ganda naman nia magaang pa, sarap sa paa . mura pa sia. sna tumagal. thanks seller and rider",positive,general,general,tagasenti,train_18235
candidate_25719,fast delivery complete ang parts so madali siyang na assemble nalukot lang yung boxes used sa packaging another concern is hindi siya ganoon kaliwanag this means na mababa lang yung watts ng light i was expecting na it will rlly light up my room since ring light nga but sakto lang,neutral,general,general,tagasenti,train_18236
candidate_32197,Walang rason para hindi tayo mabigo kung walang malinaw na plano ang pamunuan.,negative,general,general,tagasenti,train_18237
candidate_31381,Nag-aagaw-buhay ang matanda bago dumating ang tulong ng mga dalubhasang doktor.,negative,general,general,tagasenti,train_18238
candidate_4134,"SUMMARY: What Roxas, Poe, Binay, Duterte, Señeres are saying about PNoy's SSS veto via",neutral,general,general,tagasenti,train_18239
candidate_26153,"very very nice,, like it at malambot sa paa,, pwede sa mahabang lakaran dahil hindi k kakalyuhin kung ito ang shoes na isuot mo",positive,general,general,tagasenti,train_18240
candidate_26222,"Dahil sa sobrang hangin sa loob ng gulong, pumutok ito habang tumatakbo ang sasakyan.",neutral,general,general,tagasenti,train_18241
candidate_22515,"Ayon sa isang opisyal ng PDEA, si Chu ay miyembro umano ng isang Chinese triad na kung tawagin ay ""Tiger Group.""",negative,general,general,tagasenti,train_18242
candidate_17354,May komento tungkol sa pagbubuhat ng bangko ni Binay.,neutral,general,general,tagasenti,train_18243
candidate_13984,Nagbabala rin siya na ipapaalis sa 2010 proposed national budget ang alokasyon para sa anunsyo ng mga departamento.,neutral,general,general,tagasenti,train_18244
candidate_32352,Buti pa bag mo branded pero yung asal mo pang-iskwater.,negative,general,general,tagasenti,train_18245
candidate_24577,"Ayon kay Roxas, naunang pumusturang kandidatong presidente pero umatras para kay Aquino, hindi kayang buuin ni Villar ang isang salita na diretsong Ilonggo.",negative,general,general,tagasenti,train_18246
