Feedback_ID,Student_ID,Faculty_ID,Subject_ID,Teaching,Communication,Practical,Notes,Interaction,Overall,Comment,Sentiment,Date
4798,ST0374,F040,SUB020,5,4,4,5,5,4,Great practical sessions.,Positive,2025-11-02
1647,ST0961,F031,SUB012,5,5,4,5,4,4,Great practical sessions.,Positive,2025-01-08
4684,ST0692,F026,SUB028,5,4,4,5,5,4,Great practical sessions.,Positive,2025-07-22
4683,ST0211,F039,SUB014,4,5,4,5,4,4,Great practical sessions.,Positive,2025-09-21
1446,ST0177,F038,SUB013,4,5,4,4,5,5,Great practical sessions.,Positive,2025-11-07
324,ST0032,F008,SUB001,5,5,4,5,4,5,Great practical sessions.,Positive,2025-11-07
2626,ST0613,F024,SUB002,5,5,5,4,4,5,Great practical sessions.,Positive,2025-06-17
4634,ST0175,F021,SUB026,5,5,5,4,4,5,Great practical sessions.,Positive,2025-08-07
4361,ST0909,F013,SUB005,5,5,5,5,4,5,Great practical sessions.,Positive,2025-10-27
1648,ST0096,F008,SUB003,4,4,5,5,5,5,Great practical sessions.,Positive,2025-04-19
3088,ST0409,F022,SUB025,4,4,5,4,4,4,Great practical sessions.,Positive,2025-12-07
3137,ST0474,F015,SUB003,4,4,5,4,5,5,Great practical sessions.,Positive,2025-12-05
2630,ST0055,F002,SUB010,4,5,5,4,4,5,Great practical sessions.,Positive,2025-06-18
751,ST0327,F039,SUB007,4,5,4,4,5,5,Great practical sessions.,Positive,2025-09-18
1501,ST0760,F028,SUB027,5,5,5,5,4,4,Great practical sessions.,Positive,2025-09-06
673,ST0025,F039,SUB007,4,5,5,5,4,5,Great practical sessions.,Positive,2025-03-14
3126,ST0407,F018,SUB020,4,4,4,4,4,4,Great practical sessions.,Positive,2025-01-06
4913,ST0152,F033,SUB026,5,4,5,4,5,4,Great practical sessions.,Positive,2025-10-09
817,ST0384,F027,SUB002,5,4,4,5,5,4,Great practical sessions.,Positive,2025-09-26
1718,ST0717,F026,SUB012,4,5,5,4,5,5,Great practical sessions.,Positive,2025-05-02
2667,ST0937,F031,SUB002,5,5,5,4,5,4,Great practical sessions.,Positive,2025-08-31
1716,ST0254,F027,SUB030,5,4,5,4,5,5,Great practical sessions.,Positive,2025-11-19
4033,ST0634,F033,SUB012,5,5,5,4,4,4,Great practical sessions.,Positive,2025-06-18
822,ST0623,F003,SUB017,5,5,5,5,5,5,Great practical sessions.,Positive,2025-10-19
4822,ST0658,F010,SUB024,5,5,5,4,4,5,Great practical sessions.,Positive,2025-11-29
576,ST0075,F018,SUB022,4,4,5,4,4,5,Great practical sessions.,Positive,2025-06-02
1612,ST0324,F009,SUB004,5,5,4,5,5,4,Great practical sessions.,Positive,2025-06-04
4427,ST0295,F004,SUB025,4,4,5,4,4,4,Great practical sessions.,Positive,2025-08-20
761,ST0168,F014,SUB018,5,5,4,4,5,5,Great practical sessions.,Positive,2025-05-14
4458,ST0353,F013,SUB028,4,5,5,5,5,4,Great practical sessions.,Positive,2025-10-08
1662,ST0659,F007,SUB002,5,4,5,4,4,5,Great practical sessions.,Positive,2025-01-05
2672,ST0142,F025,SUB011,4,4,5,4,5,5,Great practical sessions.,Positive,2025-05-22
4456,ST0006,F028,SUB010,5,5,5,5,4,4,Great practical sessions.,Positive,2025-07-06
2662,ST0958,F025,SUB007,5,5,5,5,4,4,Great practical sessions.,Positive,2025-10-20
3869,ST0815,F023,SUB005,4,4,5,4,4,4,Great practical sessions.,Positive,2025-01-19
3829,ST0658,F017,SUB008,5,4,5,5,5,5,Great practical sessions.,Positive,2025-10-13
4465,ST0226,F016,SUB029,5,4,5,5,4,4,Great practical sessions.,Positive,2025-07-30
1656,ST0557,F016,SUB010,5,5,4,4,5,5,Great practical sessions.,Positive,2025-02-01
1724,ST0750,F016,SUB007,4,4,5,5,4,4,Great practical sessions.,Positive,2025-03-11
557,ST0923,F015,SUB021,5,5,4,5,4,4,Great practical sessions.,Positive,2025-07-23
4902,ST0805,F006,SUB026,4,4,4,5,5,4,Great practical sessions.,Positive,2025-07-28
2785,ST0713,F029,SUB002,4,4,5,5,5,4,Great practical sessions.,Positive,2025-10-27
327,ST0021,F008,SUB004,4,5,5,4,4,4,Great practical sessions.,Positive,2025-02-14
831,ST0647,F009,SUB020,5,5,4,5,4,4,Great practical sessions.,Positive,2025-05-01
1658,ST0593,F016,SUB030,5,5,4,5,5,4,Great practical sessions.,Positive,2025-06-17
4402,ST0596,F001,SUB023,4,5,4,5,5,5,Great practical sessions.,Positive,2025-11-17
389,ST0499,F017,SUB023,4,5,4,4,4,5,Great practical sessions.,Positive,2025-10-28
825,ST0408,F023,SUB008,5,5,5,5,5,5,Great practical sessions.,Positive,2025-10-24
91,ST0554,F031,SUB002,5,4,4,4,5,5,Great practical sessions.,Positive,2025-03-13
3047,ST0078,F024,SUB015,4,4,5,4,5,5,Great practical sessions.,Positive,2025-07-09
566,ST0453,F038,SUB012,5,5,5,4,4,4,Great practical sessions.,Positive,2025-04-20
1825,ST0790,F029,SUB018,4,5,5,5,5,4,Great practical sessions.,Positive,2025-09-26
3188,ST0741,F004,SUB005,4,4,4,4,4,5,Great practical sessions.,Positive,2025-01-21
265,ST0703,F019,SUB026,5,4,4,5,5,4,Great practical sessions.,Positive,2025-03-14
3707,ST0919,F036,SUB015,4,5,4,4,5,5,Great practical sessions.,Positive,2025-06-11
1143,ST0433,F029,SUB019,4,4,4,5,5,4,Great practical sessions.,Positive,2025-07-02
1142,ST0233,F015,SUB018,5,5,4,5,5,5,Great practical sessions.,Positive,2025-12-21
472,ST0310,F033,SUB001,4,4,4,5,4,4,Great practical sessions.,Positive,2025-10-20
4187,ST0392,F040,SUB017,4,4,5,5,5,4,Great practical sessions.,Positive,2025-03-15
3710,ST0461,F009,SUB002,4,5,5,4,5,5,Great practical sessions.,Positive,2025-06-10
2199,ST0908,F025,SUB004,5,4,5,5,5,5,Great practical sessions.,Positive,2025-08-04
4550,ST0168,F002,SUB030,4,4,5,5,5,5,Great practical sessions.,Positive,2025-09-03
1133,ST0494,F037,SUB013,5,5,4,5,5,5,Great practical sessions.,Positive,2025-05-12
2202,ST0283,F024,SUB028,5,5,4,4,5,4,Great practical sessions.,Positive,2025-12-12
1132,ST0398,F004,SUB027,5,5,5,5,4,5,Great practical sessions.,Positive,2025-12-26
201,ST0607,F019,SUB007,4,4,4,5,5,5,Great practical sessions.,Positive,2025-09-25
4887,ST0732,F004,SUB020,4,4,5,5,4,5,Great practical sessions.,Positive,2025-10-10
2208,ST0453,F028,SUB028,5,4,5,5,5,4,Great practical sessions.,Positive,2025-10-02
2209,ST0094,F010,SUB028,5,5,5,5,5,5,Great practical sessions.,Positive,2025-03-22
475,ST0145,F015,SUB030,5,5,4,4,4,4,Great practical sessions.,Positive,2025-05-15
3922,ST0112,F026,SUB005,5,4,4,4,4,4,Great practical sessions.,Positive,2025-11-14
4736,ST0084,F012,SUB025,4,5,4,5,5,5,Great practical sessions.,Positive,2025-10-17
4735,ST0076,F022,SUB017,4,5,5,5,5,5,Great practical sessions.,Positive,2025-06-20
1313,ST0625,F004,SUB027,5,4,4,5,4,5,Great practical sessions.,Positive,2025-04-11
214,ST0047,F025,SUB024,5,4,4,5,4,5,Great practical sessions.,Positive,2025-09-25
614,ST0055,F007,SUB016,4,5,5,5,5,4,Great practical sessions.,Positive,2025-05-11
4730,ST0540,F039,SUB030,5,5,5,5,5,5,Great practical sessions.,Positive,2025-08-09
1974,ST0602,F033,SUB002,5,5,5,5,4,4,Great practical sessions.,Positive,2025-12-05
3319,ST0206,F030,SUB020,5,4,4,4,4,5,Great practical sessions.,Positive,2025-11-11
2171,ST0723,F017,SUB028,4,4,4,4,5,5,Great practical sessions.,Positive,2025-06-29
1161,ST0241,F013,SUB022,5,5,5,5,4,4,Great practical sessions.,Positive,2025-11-08
6,ST0927,F002,SUB024,5,4,5,4,4,4,Great practical sessions.,Positive,2025-02-12
1556,ST0687,F017,SUB015,4,5,4,5,4,5,Great practical sessions.,Positive,2025-12-24
7,ST0044,F040,SUB030,5,5,5,4,4,5,Great practical sessions.,Positive,2025-09-10
4323,ST0596,F019,SUB028,4,4,5,5,5,4,Great practical sessions.,Positive,2025-10-27
1969,ST0557,F035,SUB001,4,4,4,4,5,4,Great practical sessions.,Positive,2025-08-26
208,ST0611,F032,SUB023,5,5,5,5,4,5,Great practical sessions.,Positive,2025-10-06
2179,ST0821,F028,SUB019,5,4,5,5,4,5,Great practical sessions.,Positive,2025-05-08
207,ST0872,F009,SUB018,4,5,4,4,4,4,Great practical sessions.,Positive,2025-07-14
625,ST0281,F034,SUB004,5,5,5,4,4,5,Great practical sessions.,Positive,2025-08-21
1967,ST0973,F037,SUB027,4,5,5,5,4,4,Great practical sessions.,Positive,2025-06-08
3392,ST0677,F006,SUB019,4,5,4,5,4,4,Great practical sessions.,Positive,2025-10-26
3703,ST0099,F018,SUB013,4,4,4,5,5,5,Great practical sessions.,Positive,2025-03-18
1976,ST0651,F001,SUB030,5,4,5,4,5,5,Great practical sessions.,Positive,2025-11-16
2216,ST0877,F016,SUB027,4,4,4,4,4,4,Great practical sessions.,Positive,2025-02-21
1319,ST0618,F021,SUB025,5,5,5,5,4,4,Great practical sessions.,Positive,2025-07-27
1934,ST0152,F021,SUB030,5,4,4,5,5,5,Great practical sessions.,Positive,2025-04-24
2251,ST0774,F003,SUB013,5,4,5,4,4,4,Great practical sessions.,Positive,2025-10-24
270,ST0503,F022,SUB022,4,4,5,5,5,5,Great practical sessions.,Positive,2025-08-13
1329,ST0497,F039,SUB010,5,5,5,5,4,4,Great practical sessions.,Positive,2025-08-23
637,ST0144,F034,SUB014,4,5,4,4,4,5,Great practical sessions.,Positive,2025-09-02
4995,ST0295,F015,SUB026,5,5,4,4,4,5,Great practical sessions.,Positive,2025-11-09
363,ST0436,F025,SUB016,4,5,4,5,4,5,Great practical sessions.,Positive,2025-12-23
3629,ST0428,F010,SUB001,4,4,5,4,4,5,Great practical sessions.,Positive,2025-09-14
3725,ST0312,F039,SUB001,5,5,5,4,5,5,Great practical sessions.,Positive,2025-12-05
3726,ST0323,F014,SUB005,4,5,5,5,4,4,Great practical sessions.,Positive,2025-09-25
185,ST0136,F021,SUB015,5,5,4,4,5,5,Great practical sessions.,Positive,2025-07-22
4894,ST0855,F027,SUB023,5,5,4,5,4,5,Great practical sessions.,Positive,2025-03-22
275,ST0135,F007,SUB001,5,5,4,5,5,4,Great practical sessions.,Positive,2025-04-21
2512,ST0751,F038,SUB008,5,4,5,4,4,4,Great practical sessions.,Positive,2025-03-17
4330,ST0322,F021,SUB011,4,5,4,5,4,4,Great practical sessions.,Positive,2025-10-04
427,ST0232,F029,SUB011,5,5,5,4,4,5,Great practical sessions.,Positive,2025-03-26
3728,ST0450,F025,SUB012,5,5,5,4,4,4,Great practical sessions.,Positive,2025-05-31
2249,ST0697,F002,SUB013,4,5,5,4,5,4,Great practical sessions.,Positive,2025-02-17
431,ST0246,F032,SUB013,4,5,5,5,4,5,Great practical sessions.,Positive,2025-10-03
3724,ST0825,F037,SUB015,4,5,5,4,5,4,Great practical sessions.,Positive,2025-07-31
2244,ST0876,F012,SUB005,4,4,5,5,5,5,Great practical sessions.,Positive,2025-08-30
1123,ST0690,F035,SUB005,4,4,4,5,4,4,Great practical sessions.,Positive,2025-12-12
477,ST0239,F033,SUB005,4,5,4,5,5,5,Great practical sessions.,Positive,2025-10-06
1949,ST0077,F008,SUB013,5,4,4,4,5,5,Great practical sessions.,Positive,2025-07-11
3636,ST0639,F030,SUB015,4,4,4,5,5,5,Great practical sessions.,Positive,2025-07-08
4190,ST0655,F033,SUB022,5,4,4,5,5,4,Great practical sessions.,Positive,2025-11-03
3298,ST0740,F006,SUB018,5,5,4,4,4,4,Great practical sessions.,Positive,2025-11-18
2228,ST0321,F024,SUB030,5,5,4,5,4,5,Great practical sessions.,Positive,2025-08-20
4543,ST0936,F008,SUB004,4,5,4,5,4,5,Great practical sessions.,Positive,2025-04-02
611,ST0955,F004,SUB007,5,5,5,4,4,4,Great practical sessions.,Positive,2025-11-15
1116,ST0387,F007,SUB029,4,5,4,5,4,4,Great practical sessions.,Positive,2025-09-09
1944,ST0242,F019,SUB026,5,4,5,5,4,4,Great practical sessions.,Positive,2025-02-01
481,ST0972,F012,SUB027,5,4,4,5,4,5,Great practical sessions.,Positive,2025-01-18
1940,ST0003,F008,SUB018,4,5,4,4,4,4,Great practical sessions.,Positive,2025-01-01
4234,ST0810,F040,SUB017,5,4,5,5,5,4,Great practical sessions.,Positive,2025-04-07
3547,ST0087,F003,SUB003,4,5,4,5,5,4,Great practical sessions.,Positive,2025-08-23
269,ST0476,F019,SUB005,5,4,5,4,4,4,Great practical sessions.,Positive,2025-02-06
1102,ST0474,F006,SUB001,4,5,5,4,5,4,Great practical sessions.,Positive,2025-07-12
3290,ST0114,F033,SUB024,5,5,4,5,5,4,Great practical sessions.,Positive,2025-10-25
1945,ST0887,F002,SUB027,5,5,4,4,4,4,Great practical sessions.,Positive,2025-04-13
2275,ST0135,F033,SUB027,4,4,5,5,4,5,Great practical sessions.,Positive,2025-10-18
262,ST0738,F026,SUB024,5,5,4,5,5,4,Great practical sessions.,Positive,2025-11-27
2159,ST0916,F005,SUB021,5,5,5,4,4,5,Great practical sessions.,Positive,2025-05-19
3004,ST0727,F034,SUB003,5,5,5,4,5,4,Great practical sessions.,Positive,2025-06-23
237,ST0535,F005,SUB011,4,4,5,5,4,4,Great practical sessions.,Positive,2025-10-27
3372,ST0224,F007,SUB005,5,5,5,4,4,4,Great practical sessions.,Positive,2025-10-05
249,ST0451,F002,SUB012,4,4,5,4,4,4,Great practical sessions.,Positive,2025-08-17
4715,ST0095,F012,SUB029,5,5,4,5,4,4,Great practical sessions.,Positive,2025-08-06
447,ST0990,F015,SUB014,4,4,4,5,5,5,Great practical sessions.,Positive,2025-01-02
2016,ST0899,F038,SUB019,5,5,4,4,4,5,Great practical sessions.,Positive,2025-12-07
251,ST0062,F011,SUB022,4,4,5,4,4,5,Great practical sessions.,Positive,2025-08-17
4935,ST0087,F040,SUB011,4,4,5,5,5,4,Great practical sessions.,Positive,2025-10-07
3651,ST0666,F007,SUB017,4,4,4,5,5,5,Great practical sessions.,Positive,2025-06-05
2009,ST0521,F004,SUB029,5,4,5,4,5,5,Great practical sessions.,Positive,2025-10-23
1232,ST0140,F011,SUB016,5,5,5,5,4,4,Great practical sessions.,Positive,2025-09-22
2094,ST0176,F008,SUB018,5,5,4,5,4,4,Great practical sessions.,Positive,2025-01-12
1231,ST0117,F008,SUB023,4,4,5,5,5,5,Great practical sessions.,Positive,2025-10-03
3679,ST0759,F022,SUB007,5,5,5,5,5,4,Great practical sessions.,Positive,2025-10-19
2097,ST0532,F023,SUB018,5,5,5,4,5,5,Great practical sessions.,Positive,2025-11-28
617,ST0669,F018,SUB005,5,4,5,4,4,4,Great practical sessions.,Positive,2025-09-01
3653,ST0956,F024,SUB026,4,4,5,4,4,5,Great practical sessions.,Positive,2025-07-16
2076,ST0874,F001,SUB028,5,4,5,4,4,5,Great practical sessions.,Positive,2025-01-28
4939,ST0901,F036,SUB025,5,4,4,5,4,4,Great practical sessions.,Positive,2025-08-19
1245,ST0094,F009,SUB025,4,4,4,5,5,4,Great practical sessions.,Positive,2025-06-26
2044,ST0524,F036,SUB006,4,4,4,4,4,4,Great practical sessions.,Positive,2025-03-26
3365,ST0112,F012,SUB028,5,5,5,4,5,4,Great practical sessions.,Positive,2025-04-28
1258,ST0735,F029,SUB028,5,4,4,4,4,5,Great practical sessions.,Positive,2025-01-13
4712,ST0700,F011,SUB010,5,4,4,4,5,4,Great practical sessions.,Positive,2025-12-20
3360,ST0585,F030,SUB022,5,4,5,4,4,5,Great practical sessions.,Positive,2025-10-25
1255,ST0071,F038,SUB029,4,4,4,4,4,5,Great practical sessions.,Positive,2025-10-13
3668,ST0620,F015,SUB014,5,5,5,4,5,4,Great practical sessions.,Positive,2025-07-18
4311,ST0694,F019,SUB015,4,4,5,5,5,5,Great practical sessions.,Positive,2025-08-28
1563,ST0148,F014,SUB026,4,4,5,4,5,4,Great practical sessions.,Positive,2025-03-02
4313,ST0285,F038,SUB005,4,4,4,5,4,5,Great practical sessions.,Positive,2025-04-13
2035,ST0517,F027,SUB026,5,4,5,4,4,5,Great practical sessions.,Positive,2025-12-10
2998,ST0727,F017,SUB030,5,4,5,5,5,5,Great practical sessions.,Positive,2025-10-31
3368,ST0831,F028,SUB006,4,4,5,5,4,5,Great practical sessions.,Positive,2025-10-08
2066,ST0263,F030,SUB023,4,4,5,5,4,4,Great practical sessions.,Positive,2025-05-29
2068,ST0310,F029,SUB027,4,5,5,5,4,4,Great practical sessions.,Positive,2025-07-14
2025,ST0594,F027,SUB029,5,4,5,5,5,4,Great practical sessions.,Positive,2025-11-13
3659,ST0937,F036,SUB001,4,5,5,5,4,4,Great practical sessions.,Positive,2025-02-17
3371,ST0469,F025,SUB019,5,5,5,4,5,4,Great practical sessions.,Positive,2025-10-05
4250,ST0963,F004,SUB007,5,5,4,5,5,5,Great practical sessions.,Positive,2025-10-30
1309,ST0363,F003,SUB003,5,5,4,4,5,5,Great practical sessions.,Positive,2025-06-05
2993,ST0243,F015,SUB030,5,5,5,5,4,5,Great practical sessions.,Positive,2025-06-05
619,ST0497,F036,SUB003,4,5,4,4,4,4,Great practical sessions.,Positive,2025-02-23
4562,ST0389,F037,SUB010,4,5,4,5,5,4,Great practical sessions.,Positive,2025-07-10
1187,ST0588,F002,SUB026,4,4,4,5,5,4,Great practical sessions.,Positive,2025-06-13
4055,ST0146,F021,SUB023,4,5,5,5,5,4,Great practical sessions.,Positive,2025-03-13
221,ST0001,F011,SUB028,4,5,4,5,4,4,Great practical sessions.,Positive,2025-12-19
1989,ST0590,F015,SUB006,5,5,5,5,4,5,Great practical sessions.,Positive,2025-09-02
3695,ST0583,F036,SUB002,4,4,5,4,5,4,Great practical sessions.,Positive,2025-11-20
458,ST0222,F015,SUB015,5,5,5,4,5,4,Great practical sessions.,Positive,2025-08-07
3381,ST0583,F008,SUB023,4,5,4,4,5,5,Great practical sessions.,Positive,2025-12-05
218,ST0581,F011,SUB002,4,4,4,4,5,4,Great practical sessions.,Positive,2025-09-18
1181,ST0042,F008,SUB015,4,5,5,4,4,5,Great practical sessions.,Positive,2025-04-07
3645,ST0426,F030,SUB025,5,4,4,5,4,5,Great practical sessions.,Positive,2025-11-22
1984,ST0881,F023,SUB019,5,5,5,4,5,4,Great practical sessions.,Positive,2025-11-20
216,ST0193,F035,SUB009,4,4,4,5,5,4,Great practical sessions.,Positive,2025-10-16
259,ST0473,F033,SUB023,4,5,5,5,4,4,Great practical sessions.,Positive,2025-02-28
3697,ST0271,F032,SUB003,5,4,4,5,4,5,Great practical sessions.,Positive,2025-09-04
4705,ST0591,F016,SUB020,4,4,5,4,5,5,Great practical sessions.,Positive,2025-09-26
3322,ST0926,F013,SUB010,5,4,5,4,4,4,Great practical sessions.,Positive,2025-09-14
4587,ST0173,F034,SUB009,4,4,4,4,5,4,Great practical sessions.,Positive,2025-05-22
4586,ST0331,F018,SUB009,4,5,4,5,5,5,Great practical sessions.,Positive,2025-07-12
4563,ST0079,F029,SUB009,4,5,4,5,5,5,Great practical sessions.,Positive,2025-04-15
1994,ST0797,F015,SUB019,5,4,5,4,4,4,Great practical sessions.,Positive,2025-01-27
439,ST0631,F011,SUB018,4,4,5,4,4,4,Great practical sessions.,Positive,2025-04-07
2108,ST0434,F038,SUB005,4,5,5,4,5,5,Great practical sessions.,Positive,2025-01-13
4565,ST0657,F027,SUB018,5,4,4,5,4,4,Great practical sessions.,Positive,2025-06-29
1212,ST0961,F035,SUB019,5,4,4,4,4,5,Great practical sessions.,Positive,2025-01-21
3551,ST0895,F008,SUB011,5,4,5,5,4,5,Great practical sessions.,Positive,2025-04-03
4156,ST0621,F040,SUB001,5,5,4,4,4,5,Great practical sessions.,Positive,2025-02-02
1210,ST0597,F039,SUB028,4,5,5,5,4,5,Great practical sessions.,Positive,2025-05-06
2002,ST0483,F033,SUB009,4,4,5,5,4,4,Great practical sessions.,Positive,2025-07-26
1297,ST0660,F027,SUB016,5,4,4,4,5,4,Great practical sessions.,Positive,2025-06-27
4057,ST0798,F019,SUB013,5,4,5,5,5,4,Great practical sessions.,Positive,2025-05-20
2119,ST0377,F036,SUB004,5,5,4,5,4,5,Great practical sessions.,Positive,2025-10-30
1200,ST0376,F023,SUB025,4,5,5,5,5,4,Great practical sessions.,Positive,2025-03-07
1199,ST0491,F027,SUB003,5,5,5,4,4,5,Great practical sessions.,Positive,2025-11-14
1996,ST0648,F038,SUB009,4,5,5,5,4,5,Great practical sessions.,Positive,2025-02-02
2988,ST0683,F035,SUB009,4,4,4,5,5,5,Great practical sessions.,Positive,2025-08-01
2127,ST0945,F032,SUB026,4,5,5,5,4,5,Great practical sessions.,Positive,2025-07-29
1196,ST0516,F012,SUB007,5,4,4,4,5,4,Great practical sessions.,Positive,2025-07-24
4320,ST0137,F024,SUB008,5,5,5,4,4,4,Great practical sessions.,Positive,2025-10-23
3689,ST0175,F031,SUB007,4,5,5,4,4,5,Great practical sessions.,Positive,2025-02-03
3410,ST0337,F007,SUB023,4,5,4,4,4,4,Great practical sessions.,Positive,2025-08-04
489,ST0547,F028,SUB001,4,4,4,5,4,4,Great practical sessions.,Positive,2025-01-01
2968,ST0544,F013,SUB022,5,4,5,4,4,4,Great practical sessions.,Positive,2025-04-02
1840,ST0078,F010,SUB029,5,5,4,5,4,4,Great practical sessions.,Positive,2025-12-30
601,ST0274,F005,SUB007,4,4,5,4,4,5,Great practical sessions.,Positive,2025-08-31
3217,ST0143,F036,SUB028,4,4,5,5,5,4,Great practical sessions.,Positive,2025-04-28
1394,ST0429,F016,SUB021,5,4,4,4,5,5,Great practical sessions.,Positive,2025-09-11
416,ST0565,F025,SUB010,5,4,4,4,5,4,Great practical sessions.,Positive,2025-05-07
4960,ST0346,F006,SUB002,4,4,5,5,5,5,Great practical sessions.,Positive,2025-01-28
2435,ST0165,F019,SUB002,4,4,4,5,4,5,Great practical sessions.,Positive,2025-05-31
977,ST0438,F017,SUB004,4,4,4,4,5,4,Great practical sessions.,Positive,2025-05-04
3215,ST0671,F033,SUB030,5,5,4,4,5,5,Great practical sessions.,Positive,2025-07-29
3214,ST0028,F013,SUB021,4,5,5,4,5,5,Great practical sessions.,Positive,2025-09-19
3459,ST0032,F011,SUB010,5,5,4,4,4,5,Great practical sessions.,Positive,2025-12-02
2440,ST0613,F040,SUB022,5,5,5,4,5,5,Great practical sessions.,Positive,2025-02-22
1832,ST0702,F011,SUB005,5,5,5,5,5,5,Great practical sessions.,Positive,2025-04-26
4373,ST0136,F037,SUB027,4,4,4,5,5,5,Great practical sessions.,Positive,2025-12-18
414,ST0259,F004,SUB009,5,5,4,5,4,4,Great practical sessions.,Positive,2025-01-28
4617,ST0721,F021,SUB018,5,5,4,5,5,5,Great practical sessions.,Positive,2025-01-29
3558,ST0467,F015,SUB003,4,5,4,4,4,5,Great practical sessions.,Positive,2025-03-12
293,ST0268,F009,SUB014,4,5,4,4,4,4,Great practical sessions.,Positive,2025-04-06
4771,ST0104,F020,SUB027,4,5,5,4,4,5,Great practical sessions.,Positive,2025-03-17
987,ST0412,F014,SUB025,4,5,4,4,4,4,Great practical sessions.,Positive,2025-07-18
2416,ST0500,F038,SUB019,5,4,5,4,4,4,Great practical sessions.,Positive,2025-01-31
148,ST0972,F010,SUB007,5,4,4,5,4,4,Great practical sessions.,Positive,2025-02-03
2393,ST0498,F006,SUB007,4,5,5,5,4,4,Great practical sessions.,Positive,2025-03-21
1862,ST0918,F038,SUB026,5,5,5,4,4,5,Great practical sessions.,Positive,2025-05-07
2395,ST0988,F020,SUB011,5,4,4,5,4,5,Great practical sessions.,Positive,2025-04-02
1085,ST0500,F007,SUB003,4,5,5,4,5,5,Great practical sessions.,Positive,2025-06-11
2398,ST0033,F007,SUB024,4,5,5,4,5,4,Great practical sessions.,Positive,2025-10-18
4295,ST0109,F040,SUB025,4,5,4,4,4,4,Great practical sessions.,Positive,2025-11-21
3761,ST0202,F025,SUB028,4,4,4,4,4,4,Great practical sessions.,Positive,2025-10-20
3227,ST0216,F021,SUB003,4,5,4,4,5,4,Great practical sessions.,Positive,2025-07-06
1858,ST0397,F030,SUB020,4,4,4,5,5,5,Great practical sessions.,Positive,2025-08-17
656,ST0194,F029,SUB018,4,4,4,5,4,4,Great practical sessions.,Positive,2025-04-06
1855,ST0873,F037,SUB027,5,5,4,4,4,4,Great practical sessions.,Positive,2025-06-03
4340,ST0534,F035,SUB005,4,5,4,4,5,5,Great practical sessions.,Positive,2025-01-09
4610,ST0577,F026,SUB016,5,4,4,4,4,4,Great practical sessions.,Positive,2025-11-27
4269,ST0746,F014,SUB021,4,5,4,4,5,5,Great practical sessions.,Positive,2025-10-05
1388,ST0079,F011,SUB006,5,4,4,4,4,5,Great practical sessions.,Positive,2025-04-09
142,ST0627,F018,SUB020,5,5,5,5,5,4,Great practical sessions.,Positive,2025-11-01
988,ST0677,F004,SUB018,4,5,4,4,5,4,Great practical sessions.,Positive,2025-06-03
4512,ST0552,F001,SUB006,4,5,5,5,4,4,Great practical sessions.,Positive,2025-07-26
1400,ST0313,F013,SUB024,4,4,5,5,4,5,Great practical sessions.,Positive,2025-04-07
2453,ST0502,F038,SUB014,5,5,5,5,4,5,Great practical sessions.,Positive,2025-12-08
4495,ST0500,F035,SUB026,4,4,5,5,5,4,Great practical sessions.,Positive,2025-09-27
3467,ST0560,F014,SUB009,5,4,4,5,5,5,Great practical sessions.,Positive,2025-09-07
2491,ST0490,F006,SUB007,5,4,5,4,4,5,Great practical sessions.,Positive,2025-12-07
946,ST0587,F025,SUB021,5,5,4,4,5,5,Great practical sessions.,Positive,2025-07-20
3036,ST0064,F017,SUB029,4,5,4,5,5,5,Great practical sessions.,Positive,2025-05-06
1809,ST0842,F026,SUB017,4,4,5,4,4,4,Great practical sessions.,Positive,2025-01-22
2495,ST0042,F016,SUB005,5,5,4,4,4,4,Great practical sessions.,Positive,2025-01-12
3927,ST0306,F029,SUB015,4,5,4,4,5,4,Great practical sessions.,Positive,2025-09-19
302,ST0274,F009,SUB030,5,4,4,5,5,5,Great practical sessions.,Positive,2025-10-31
1806,ST0850,F012,SUB005,5,4,4,4,4,5,Great practical sessions.,Positive,2025-06-10
939,ST0212,F029,SUB010,5,5,5,4,4,4,Great practical sessions.,Positive,2025-11-12
3189,ST0010,F036,SUB003,5,4,5,5,5,5,Great practical sessions.,Positive,2025-10-28
4489,ST0918,F031,SUB029,4,4,5,4,4,4,Great practical sessions.,Positive,2025-12-27
3471,ST0451,F008,SUB030,5,5,4,4,5,4,Great practical sessions.,Positive,2025-09-06
1804,ST0729,F024,SUB028,4,4,4,4,4,4,Great practical sessions.,Positive,2025-04-28
1801,ST0419,F022,SUB005,5,5,5,4,5,4,Great practical sessions.,Positive,2025-07-05
4092,ST0097,F029,SUB012,5,4,4,5,5,4,Great practical sessions.,Positive,2025-11-17
2485,ST0636,F008,SUB007,5,4,5,5,5,4,Great practical sessions.,Positive,2025-11-07
4498,ST0816,F016,SUB021,5,5,4,4,4,4,Great practical sessions.,Positive,2025-10-22
4776,ST0520,F011,SUB017,5,5,4,4,5,4,Great practical sessions.,Positive,2025-04-19
1814,ST0397,F037,SUB019,4,5,4,5,4,4,Great practical sessions.,Positive,2025-11-01
3204,ST0223,F016,SUB019,5,4,4,4,4,4,Great practical sessions.,Positive,2025-02-03
963,ST0891,F040,SUB007,5,4,4,4,4,5,Great practical sessions.,Positive,2025-03-18
131,ST0710,F022,SUB030,5,5,5,5,4,4,Great practical sessions.,Positive,2025-04-20
